@NOT NAMED  	1851	 7	 5	12	  80	-999	  22.2	  97.6
@NOT NAMED  	1851	 7	10	12	  50	-999	  12.0	  60.0
@NOT NAMED  	1851	 8	23	00	 100	-999	  27.4	  86.5
@NOT NAMED  	1851	 9	13	00	  50	-999	  32.5	  73.5
@NOT NAMED  	1851	10	17	00	  60	-999	  30.7	  76.6
@NOT NAMED  	1852	 8	26	06	 100	 961	  30.2	  88.6
@NOT NAMED  	1852	 9	 5	00	  70	-999	  17.0	  64.1
@NOT NAMED  	1852	 9	 9	00	  70	-999	  26.4	  90.4
@NOT NAMED  	1852	 9	25	00	  80	-999	  19.5	  67.4
@NOT NAMED  	1852	10	 6	00	  90	-999	  17.0	  73.8
@NOT NAMED  	1853	 8	 5	12	  50	-999	  32.5	  69.0
@NOT NAMED  	1853	 8	10	12	  40	-999	  12.0	  60.0
@NOT NAMED  	1853	 9	 3	12	 130	 924	  19.7	  56.2
@NOT NAMED  	1853	 9	 8	00	 100	-999	  37.0	  53.0
@NOT NAMED  	1853	 9	21	12	  50	-999	  20.0	  95.0
@NOT NAMED  	1853	 9	27	12	  70	-999	  36.0	  59.8
@NOT NAMED  	1853	 9	28	12	  50	-999	  15.0	  37.0
@NOT NAMED  	1853	10	19	00	  70	-999	  27.5	  78.5
@NOT NAMED  	1854	 8	23	12	  60	-999	  33.0	  55.0
@NOT NAMED  	1854	 9	 7	12	 110	 938	  28.0	  78.6
@NOT NAMED  	1854	 9	18	00	  90	-999	  28.2	  93.6
@NOT NAMED  	1854	10	21	00	  60	-999	  28.6	  67.3
@NOT NAMED  	1855	 8	 6	12	  90	-999	  22.2	  98.0
@NOT NAMED  	1855	 8	10	00	  90	-999	  44.0	  42.0
@NOT NAMED  	1855	 8	11	12	  70	-999	  12.5	  83.0
@NOT NAMED  	1855	 8	25	00	  60	-999	  12.8	  60.7
@NOT NAMED  	1855	 8	31	00	  70	-999	  41.4	  67.5
@NOT NAMED  	1855	 9	16	00	 110	-999	  28.8	  89.5
@NOT NAMED  	1856	 8	11	18	 130	 934	  29.2	  91.1
@NOT NAMED  	1856	 8	13	00	  70	-999	  12.1	  56.1
@NOT NAMED  	1856	 8	19	00	  50	-999	  32.5	  75.5
@NOT NAMED  	1856	 8	21	12	  50	-999	  23.0	  82.5
@NOT NAMED  	1856	 8	30	00	 100	-999	  25.2	  87.1
@NOT NAMED  	1856	 9	19	12	  70	-999	  35.7	  51.2
@NOT NAMED  	1857	 6	30	00	  50	-999	  34.0	  74.5
@NOT NAMED  	1857	 9	13	18	  90	 961	  33.0	  77.6
@NOT NAMED  	1857	 9	22	00	  70	-999	  32.5	  73.5
@NOT NAMED  	1857	 9	28	00	  90	-999	  19.0	  82.9
@NOT NAMED  	1858	 6	12	12	  70	-999	  19.0	  85.5
@NOT NAMED  	1858	 8	 5	12	  70	-999	  45.0	  40.0
@NOT NAMED  	1858	 9	16	18	  90	-999	  32.4	  77.3
@NOT NAMED  	1858	 9	17	00	  80	-999	  18.4	  41.4
@NOT NAMED  	1858	 9	24	12	  80	-999	  33.3	  73.8
@NOT NAMED  	1858	10	24	00	  90	-999	  31.0	  66.3
@NOT NAMED  	1859	 7	 1	12	  90	-999	  21.5	  97.5
@NOT NAMED  	1859	 8	17	00	  90	-999	  38.5	  67.0
@NOT NAMED  	1859	 9	 2	00	  70	-999	  17.2	  59.7
@NOT NAMED  	1859	 9	12	12	  90	-999	  39.5	  50.5
@NOT NAMED  	1859	 9	16	00	  80	-999	  30.5	  88.0
@NOT NAMED  	1859	10	 6	12	 110	 938	  42.5	  64.0
@NOT NAMED  	1859	10	16	00	  60	-999	  25.1	  75.1
@NOT NAMED  	1859	10	29	00	  90	-999	  30.2	  77.6
@NOT NAMED  	1860	 8	11	12	 110	-999	  28.4	  90.3
@NOT NAMED  	1860	 8	25	12	  90	-999	  35.8	  72.1
@NOT NAMED  	1860	 9	11	12	  70	-999	  40.0	  50.5
@NOT NAMED  	1860	 9	11	00	  90	-999	  25.1	  83.8
@NOT NAMED  	1860	 9	19	12	  60	-999	  26.0	  70.0
@NOT NAMED  	1860	10	 2	06	  90	-999	  27.6	  91.9
