_EF_PROGRAM_FACILITY_EZ.PGM_SYS_ACRNM,V_EF_PROGRAM_FACILITY_EZ.PGM_SYS_ID,V_EF_PROGRAM_FACILITY_EZ.REGISTRY_ID,V_EF_PROGRAM_FACILITY_EZ.STANDZED_PRIM_NAME,V_EF_PROGRAM_FACILITY_EZ.PRIMARY_NAME,V_EF_PROGRAM_FACILITY_EZ.CITY_NAME,V_EF_PROGRAM_FACILITY_EZ.COUNTY_NAME,V_EF_PROGRAM_FACILITY_EZ.STATE_CODE,V_EF_PROGRAM_FACILITY_EZ.POSTAL_CODE
TRIS,77304TSKRM13235,110031018100,TASKER MFG,TASKER MANUFACTURING CORP,CONROE,MONTGOMERY,TX,77304
TRIS,75831RDLYB125IN,110031020231,RIDLEY BLOCK OPR,RIDLEY BLOCK OPERATIONS,BUFFALO,LEON,TX,75831
TRIS,77982MDSTR3653W,110022524080,TESORO MARINE SVC PORT OCONNOR NO 1 FACLTY,TESORO MARINE SERVICES PORT OCONNOR NO 1 FACILITY,PORT O'CONNOR,CALHOUN,TX,77982
TRIS,78247JHNSN12915,110022478987,JOHNSON CONTROLS BATT GROUP ; SAN ANTONIO DC,JOHNSON CONTROLS BATTERY GROUP INC. SAN ANTONIO DC,SAN ANTONIO,BEXAR,TX,78247
TRIS,76801PTTRSCRSSP,110022523893,POTTERS IND,POTTERS INDUSTRIES,BROWNWOOD,BROWN,TX,76801
TRIS,77039NLRND4714W,110022523900,NAILOR IND OF TX,NAILOR INDUSTRIES OF TEXAS  INC.,HOUSTON,HARRIS,TX,77039
TRIS,77705FNNTT16151,110015780966,FANNETT TERML,FANNETT TERMINAL,BEAUMONT,JEFFERSON,TX,77705
TRIS,76179MTRPL451SA,110024887283,METRO POOL CHEM,METRO POOL CHEMICAL INC,SAGINAW,TARRANT,TX,76179
TRIS,75455RDCLPRT9BX,110020055090,ROADCLIPPER ENTRPRS ; DBA DIAMOND C TRAILER MFG,ROADCLIPPER ENTERPRISES INC. (DBA DIAMOND C TRAILER MFG.),MOUNT PLEASANT,TITUS,TX,75455
TRIS,79905LPSRF6500T,110033026286,WESTERN RFNRY EL PASO MKTG TERML,WESTERN REFINING EL PASO MARKETING TERMINAL,EL PASO,EL PASO,TX,79905
TRIS,75228CNCSY11839,110024422720,OCEANIC SYS,OCEANIC SYSTEMS INC,DALLAS,DALLAS,TX,75228
TRIS,78942LFMFGHWY29,110024423881,LF MFG MAIN PLT,LF MANUFACTURING MAIN PLANT,GIDDINGS,LEE,TX,78942
TRIS,77083QFRMN85HWY,110022904945,AQUAFORM,AQUAFORM,HOUSTON,HARRIS,TX,77083
TRIS,76108SRFRCGRANT,110027376293,LOCKHEED MARTIN AERONAUTICS,LOCKHEED MARTIN AERONAUTICS,FORT WORTH,TARRANT,TX,76108
TRIS,75208DNSBL2327L,110022810494,BONSAL AMER,BONSAL AMERICAN,DALLAS,DALLAS,TX,75208
TRIS,78418SNTLPMALAQ,110022810653,US DEPT OF INTERIOR,US DEPT OF THE INTERIOR,CORPUS CHRISTI,NUECES,TX,78418
TRIS,75098HRDCS903WE,110000456701,CARLISLE COTG AND WATERPROOFING,CARLISLE COATING AND WATERPROOFING,WYLIE,COLLIN,TX,75098
TRIS,75115BRRCD315SE,110000456747,DIAB,DIAB,DESOTO,DALLAS,TX,751152496
TRIS,77015RCHHL1053H,110000461045,REICHHOLD REACTIVE POLYMERS DIV HOUSTON PLT,REICHHOLD REACTIVE POLYMERS DIVISION HOUSTON PLANT,HOUSTON,HARRIS,TX,77015
TRIS,77020PRMTN6902P,110000461198,HOUSTON CHRONICLE PROMOTIONAL PRINTING,HOUSTON CHRONICLE PROMOTIONAL PRINTING COMPANY,HOUSTON,HARRIS,TX,77020
TRIS,77022CHLDR1370E,110000461214,ITW INSULATION SYS,ITW INSULATION SYSTEMS,HOUSTON,HARRIS,TX,77022
TRIS,75146MRPNC945EA,110000456907,AMREP LANCASTER,AMREP LANCASTER,LANCASTER,DALLAS,TX,75146
TRIS,75203RCKTN1100E,110000457121,ROCK TENN,ROCK TENN COMPANY,DALLAS,DALLAS,TX,75203
TRIS,77055MRRRN11510,110000461928,MIRROR IND,MIRROR INDUSTRIES,HOUSTON,HARRIS,TX,77055
TRIS,77061BTZLB6900N,110000461955,BETZDEARBORN HOUSTON,BETZDEARBORN HOUSTON,HOUSTON,HARRIS,TX,770615038
TRIS,77064TXSRN8204F,110000461991,TX ARAI,TEXAS ARAI,HOUSTON,HARRIS,TX,77064
TRIS,75211FRCTN5108C,110000457185,BRAKE PARTS,BRAKE PARTS INCORPORATED,DALLAS,DALLAS,TX,75211
TRIS,75216VLCRN1240S,110000457327,DARLING INTL,DARLING INTERNATIONAL,DALLAS,DALLAS,TX,75203
TRIS,75220MFCNC10725,110000457390,EMF,EMF,DALLAS,DALLAS,TX,75220
TRIS,77205GDNVT2050F,110000462124,OGDEN AVIATION FUELING COUNTY OF TX ; IAH,OGDEN AVIATION FUELING COMPANY OF TX INCORPORATED IAH,HOUSTON,HARRIS,TX,77205
TRIS,77262GDYRT2000G,110000462231,GOODYEAR HOUSTON CHEM PLT,GOODYEAR HOUSTON CHEMICAL PLANT,HOUSTON,HARRIS,TX,77017
TRIS,75229VRLND2731S,110000457498,DALLAS DIV,DALLAS DIVISION,DALLAS,DALLAS,TX,75229
TRIS,75235SPLTN2501B,110000457602,US PLATING BURBANK ST,US PLATING BURBANK ST,DALLAS,DALLAS,TX,75235
TRIS,75235VRLMN9230D,110000457620,VAREL,VAREL,DALLAS,DALLAS,TX,75235
TRIS,75236HSTNS3636D,110000457639,DALLAS DAN MORTON FACLTY,DALLAS DAN MORTON FACILITY,DALLAS,DALLAS,TX,75236
TRIS,75239CRNPL8290S,110000457728,CRANE PLUMBING,CRANE PLUMBING,DALLAS,DALLAS,TX,752417814
TRIS,75239SHLND8201S,110000457737,ASHLAND,ASHLAND,DALLAS,DALLAS,TX,75241
TRIS,75243LVRSL13445,110000457755,OLIVER SALES,OLIVER SALES,DALLAS,DALLAS,TX,75243
TRIS,75243TRQNT13512,110000457791,TRIQUINT SEMICONDUCTOR TX,TRIQUINT SEMICONDUCTOR TEXAS INCORPORATED,DALLAS,DALLAS,TX,75243
TRIS,75418CLYTN333AU,110000457915,CLAYTON HOMES BONHAM,CLAYTON HOMES BONHAM,BONHAM,FANNIN,TX,75418
TRIS,77978MRCNLFM159,110001866641,CENTRAL PWR AND LIGHT ES JOSLIN PWR STA,CENTRAL POWER & LIGHT-ES JOSLIN PWR STA,POINT COMFORT,CALHOUN,TX,77978
TRIS,78132CHMCL350AP,110001866712,NEW BRAUNFELS LIME PLT,NEW BRAUNFELS LIME PLANT,NEW BRAUNFELS,COMAL,TX,78132
TRIS,75604THSTR1400W,110000458237,STROH BREW,STROH BREWERY COMPANY,LONGVIEW,GREGG,TX,75604
TRIS,75652FBRGL500AU,110000458308,FBRGLS SPCLTY HENDERSON,FIBERGLASS SPECIALTIES HENDERSON,HENDERSON,RUSK,TX,75653
TRIS,75670MRCNNWESTE,110000458406,MARSHALL PLT,MARSHALL PLANT,MARSHALL,HARRISON,TX,75670
TRIS,75702STTXS116SO,110000458503,EAST TX ENGRAVING,EAST TEXAS ENGRAVING COMP,TYLER,SMITH,TX,75702
TRIS,75766LLGNC200MC,110000458585,CARDINAL HEALTHCARE,CARDINAL HEALTHCARE,JACKSONVILLE,CHEROKEE,TX,75766
TRIS,75849PCHMN100OL,110000458647,P CHEM,P CHEM,LATEXO,HOUSTON,TX,75849
TRIS,75941DBLLF600AS,110000458709,DIBOLL LUMBER OPR 100 MILL STREET DIBOLL,DIBOLL LUMBER OPERATION 100 MILL STREET DIBOLL,DIBOLL,ANGELINA,TX,75941
TRIS,75961FRTRV1221N,110000458763,FORETRAVEL,FORETRAVEL,NACOGDOCHES,NACOGDOCHES,TX,75964
TRIS,75963NTRNT2301S,110000458816,NORBORD TX NACOGDOCHES,NORBORD TEXAS NACOGDOCHES,NACOGDOCHES,NACOGDOCHES,TX,759611224
TRIS,76011SPRTC840NG,110000458889,TKM PLASTICS,TKM PLASTICS,ARLINGTON,TARRANT,TX,76011
TRIS,76011WWHNR1101A,110000458898,WWW HENRY,THE WWW HENRY COMPANY,ARLINGTON,TARRANT,TX,760117715
TRIS,76031TNSKV831SP,110000459012,JOHNSON CNTY GNRTNG FACLTY,JOHNSON COUNTY GENERATION FACILITY,CLEBURNE,JOHNSON,TX,76031
TRIS,76040STHWS1401R,110000459067,SOUTHWESTERN RACK,SOUTHWESTERN RACK,EULESS,TARRANT,TX,76040
TRIS,76051FRSSN500IN,110000459094,4 SEASONS GRAPEVINE MFG OPR,FOUR SEASONS GRAPEVINE MANUFACTURING OPERATIONS,GRAPEVINE,TARRANT,TX,76051
TRIS,76065CHPRR300WA,110000459183,CHAPARRAL STEEL MIDLOTHIAN PLT,CHAPARRAL STEEL MIDLOTHIAN PLANT,MIDLOTHIAN,ELLIS,TX,760659651
TRIS,76086JMKFB1401N,110000459281,JAMAK FABRICATION,JAMAK FABRICATION,WEATHERFORD,PARKER,TX,76086
TRIS,76106BHRFM5020A,110000459361,BEHR CLIMATE SYS,BEHR CLIMATE SYSTEMS,FORT WORTH,TARRANT,TX,761061803
TRIS,79821MNTNP1200S,110001867169,PILLSBURY,THE PILLSBURY,ANTHONY,EL PASO,TX,79821
TRIS,77469CPRND126CO,110001867221,RICHMOND FNDRY,RICHMOND FOUNDRY,RICHMOND,FORT BEND,TX,77469
TRIS,76110GWNTR1800P,110000459496,TRINITY COTG,TRINITY COATINGS,FORT WORTH,TARRANT,TX,76110
TRIS,76111HNTNG3600C,110000459557,HUNTINGTON PACIFIC CERAMICS,HUNTINGTON PACIFIC CERAMICS,FORT WORTH,TARRANT,TX,76111
TRIS,76112RSPCT7445E,110000459637,AEROSPACE TECH,AEROSPACE TECHNOLOGIES,FORT WORTH,TARRANT,TX,76112
TRIS,76115TRRNT5000S,110000459646,TARRANT INTERIORS,TARRANT INTERIORS,FORT WORTH,TARRANT,TX,76115
TRIS,76119GRWGR5703C,110000459717,SHERWIN WILLIAMS ; FT WORTH,SHERWIN WILLIAMS COMPANY FORT WORTH,FORT WORTH,TARRANT,TX,761196845
TRIS,76137DYCPR3400N,110000459771,EAGLEMOTIVE IND,EAGLEMOTIVE INDUSTRIES INC,FORT WORTH,TARRANT,TX,76137
TRIS,76179STHRN8701H,110000459913,SOUTHERN ENGRY HOMES OF TX,SOUTHERN ENERGY HOMES OF TEXAS,FORT WORTH,TARRANT,TX,76179
TRIS,76305WLLNG912NO,110000460082,WELLINGTON LEISURE PROD,WELLINGTON LEISURE PRODUCTS,WICHITA FALLS,WICHITA,TX,76305
TRIS,76354MRNFB1004A,110000460135,AMERON FBRGLS COMPOSITE PIPE DIV US,AMERON FIBERGLASS COMPOSITE PIPE DIVISION USA,BURKBURNETT,WICHITA,TX,76354
TRIS,77303LMMNFJEFFE,110000462339,DRILLING SPCLTY ALAMO PLT,DRILLING SPECIALTIES ALAMO PLANT,CONROE,MONTGOMERY,TX,77301-6836
TRIS,77423MNRLF30595,110000462455,MONIERLIFETILE,MONIERLIFETILE,BROOKSHIRE,WALLER,TX,77423
TRIS,76503THGLD3410L,110000460304,MACCO ADHSV,MACCO ADHESIVES,TEMPLE,BELL,TX,76504
TRIS,76504RTCBL1302I,110000460331,ARTCO BELL,ARTCO BELL,TEMPLE,BELL,TX,76504
TRIS,76528MDCLPHWY11,110000460395,MEDICAL PLASTICS LAB,MEDICAL PLASTICS LABORATORY,GATESVILLE,CORYELL,TX,765280038
TRIS,76702PLNTTLAKES,110000460484,CARGILL MEAT SOLUTIONS,CARGILL MEAT SOLUTIONS,WACO,MCLENNAN,TX,76705
TRIS,75040STHRN1000N,110000456159,PHIBRO TECH,PHIBRO TECH,GARLAND,DALLAS,TX,75040
TRIS,75041CLBNC2305S,110000456177,ECOLAB GARLAND PLT,ECOLAB GARLAND PLANT,GARLAND,DALLAS,TX,75041
TRIS,75041NTCDV3414H,110000456220,LITTON ELECTRON DEVICES,LITTON ELECTRON DEVICES,GARLAND,DALLAS,TX,75041
TRIS,75042DLLSP1918P,110000456266,DALLAS PRECIOUS METAL PLATING,DALLAS PRECIOUS METAL PLATING,GARLAND,DALLAS,TX,75042
TRIS,75042KRFTN2340F,110000456293,KRAFT FOODS,KRAFT FOODS,GARLAND,DALLAS,TX,75042
TRIS,76705LMSTL321OL,110000460536,CMC STEEL FABRICATORS ; DBA CMC ALAMO STEEL,CMC STEEL FABRICATORS INC. DBA CMC ALAMO STEEL,WACO,MCLENNAN,TX,76705
TRIS,76712CLYTN7001I,110000460581,CLAYTON HOMES WACO 2,CLAYTON HOMES - WACO 2,WACO,MCLENNAN,TX,76712
TRIS,76905THCNN3348P,110000460661,ETHICON SAN ANGELO PLT,ETHICON SAN ANGELO PLANT,SAN ANGELO,TOM GREEN,TX,76905
TRIS,77026LNSTR3939B,110000461241,LONE STAR HEAT TREATING C,LONE STAR HEAT TREATING C,HOUSTON,HARRIS,TX,77026
TRIS,77029HRTHT8850N,110000461376,HART HEAT TRANSFER PROD,HART HEAT TRANSFER PRODUCTS,HOUSTON,HARRIS,TX,770291216
TRIS,77029MRCNN8501E,110000461394,REXAM BEV CAN ; HOUSTON,REXAM BEVERAGE CAN COMPANY HOUSTON,HOUSTON,HARRIS,TX,77029
TRIS,75051LTVRS1701W,110000456453,LOCKHEED MARTIN MISSILES AND FIRE CONTRL,LOCKHEED MARTIN MISSILES AND FIRE CONTROL,GRAND PRAIRIE,DALLAS,TX,75051
TRIS,75062MHWKL2730C,110000456505,MOHAWK LAB,MOHAWK LABORATORIES,IRVING,DALLAS,TX,75062
TRIS,75067FMSPP590BE,110000456550,FOAM SUPPLIES,FOAM SUPPLIES INCORPORATED,LEWISVILLE,DENTON,TX,75067
TRIS,77007ZRCKN1705N,110000460787,TX TILE MFG,TEXAS TILE MANUFACTURING,HOUSTON,HARRIS,TX,77007
TRIS,77012STFFR8615M,110000460901,RHODIA HOUSTON PLT,RHODIA HOUSTON PLANT,HOUSTON,HARRIS,TX,77012
TRIS,77015BTLSP1503H,110000460947,GA PACIFIC RESINS,GEORGIA PACIFIC RESINS INCORPORATED,HOUSTON,HARRIS,TX,77229
TRIS,77015GSSNR16415,110000460974,GE AEP APS HOUSTON FACLTY,GE AEP APS HOUSTON FACILITY,HOUSTON,HARRIS,TX,77015
TRIS,77041WTSNG4606S,110000461697,WATSON GRINDING AND MFG,WATSON GRINDING & MANUFACTURING CO,HOUSTON,HARRIS,TX,77041
TRIS,77045CBMNT12500,110000461740,ELLWOOD TX FORGE,ELLWOOD TEXAS FORGE,HOUSTON,HARRIS,TX,770454818
TRIS,78263WSMMR9599G,110000464916,CALAVERAS LAKE PLT,CALAVERAS LAKE PLANT,SAN ANTONIO,BEXAR,TX,78263
TRIS,78409CHMPL7350I,110000465041,CITGO RFNRY AND CHEM ; LP WEST PLT,CITGO REFINING & CHEMICALS CO LP - WEST PLANT,CORPUS CHRISTI,NUECES,TX,78409
TRIS,77082WSTHL3333H,110000599291,WESTHOLLOW TECH CTR,WESTHOLLOW TECHNOLOGY CENTER,HOUSTON,HARRIS,TX,770823101
TRIS,77448MDRLLPOBOX,110000599353,LAMBERTI US ; WHARTON CHEM COMPLEX,LAMBERTI USA INC. - WHARTON CHEMICAL COMPLEX,HUNGERFORD,WHARTON,TX,77448
TRIS,76067MPCCNAIRPO,110000842447,PHILIPS COMPONENTS,PHILIPS COMPONENTS,MINERAL WELLS,PARKER,TX,76067-9253
TRIS,79711TXSNSFM178,110000842492,TX INSTRUMENTS,TEXAS INSTRUMENTS INCORPORATED,MIDLAND,MIDLAND,TX,79711
TRIS,75006TSNGN1000W,110002130783,OTIS ENGINEERING,OTIS ENGINEERING CORPORATION,CARROLLTON,DALLAS,TX,75006
TRIS,75006VNYLX1420V,110002130792,VINYLEX,VINYLEX CORP,CARROLLTON,DALLAS,TX,75006
TRIS,75040MPCMT630SO,110002130854,AMPCO METAL ; AMPCO DALLAS,AMPCO METAL INCORPORATED AMPCO DALLAS,GARLAND,DALLAS,TX,75042
TRIS,75042QNLLN3838M,110002130934,ATOMIZED PROD GROUP,ATOMIZED PRODUCTS GROUP,GARLAND,DALLAS,TX,75042
TRIS,79105STHWS701SL,110002135225,SOUTHWEST COCA COLA BTLG,SOUTHWEST COCA COLA BOTTLING CO,AMARILLO,POTTER,TX,79105
TRIS,79764QKRPT15301,110002135387,QUAKER PETRO CHEM ; 2,QUAKER PETROLEUM CHEMICALS CO 2,ODESSA,ECTOR,TX,79764
TRIS,75006BTMTD2525C,110001878157,BAE AUTOMATED SYS,BAE AUTOMATED SYSTEMS INC,CARROLLTON,DALLAS,TX,75006
TRIS,78410CCPCC1501M,110000465069,EQUISTAR CORPUS CHRISTI PLT,EQUISTAR CORPUS CHRISTI PLANT,CORPUS CHRISTI,NUECES,TX,78410
TRIS,78469VLRRF5900U,110000465103,VALERO RFNRY TX L P,VALERO REFINING - TEXAS  L.P.,CORPUS CHRISTI,NUECES,TX,78407
TRIS,78503VLLMC6200S,110000465130,GE ENGINE SVC MCALLEN,GE ENGINE SERVICES MCALLEN,MC ALLEN,HIDALGO,TX,78503
TRIS,78516STHRN111N7,110000465149,AGRILINK FOODS,AGRILINK FOODS INCORPORATED,ALAMO,HIDALGO,TX,785160459
TRIS,78521NTNLL3330E,110000465176,NATL ELEC COIL,NATIONAL ELECTRIC COIL,BROWNSVILLE,CAMERON,TX,78521
TRIS,77964BTTRB1415H,110000599709,BETTER BEV,BETTER BEVERAGES,HALLETTSVILLE,LAVACA,TX,77964
TRIS,77414HCHSTPOBOX,110000728062,CELANESE BAY CITY PLT,CELANESE BAY CITY PLANT,BAY CITY,MATAGORDA,TX,77414
TRIS,75057GTLFB1097Y,110002131112,AUGAT ELFAB,AUGAT ELFAB CORPORATION,LEWISVILLE,DENTON,TX,75057
TRIS,75083SCLNC1900J,110002131194,US CLINICAL PROD,U.S. CLINICAL PRODUCTS INC.,RICHARDSON,DALLAS,TX,75083
TRIS,79905GRYSN320NC,110002135458,ROBERTSHAW CONTROLS ; GRAYSON CONTROLS DIV PLT,ROBERTSHAW CONTROLS CO GRAYSON CONTROLS DIVISION PLANT,EL PASO,EL PASO,TX,79905
TRIS,79905SWFTC300NO,110002135467,SWIFT ECKRICH,SWIFT-ECKRICH INC,EL PASO,EL PASO,TX,79905
TRIS,79915LMRDT6966M,110002135537,L AND M RADIATOR,L & M RADIATOR,EL PASO,EL PASO,TX,79915
TRIS,78648DRLWS5000E,110000465336,DUROL WESTERN MFG,DUROL WESTERN MANUFACTURING CO.,LULING,CALDWELL,TX,78648
TRIS,78666PRKVW400BA,110000465372,PARKVIEW METAL PROD,PARKVIEW METAL PRODUCTS,SAN MARCOS,HAYS,TX,78666
TRIS,78704STHWS821EW,110000465390,SACHEM,SACHEM INC,AUSTIN,TRAVIS,TX,78704
TRIS,78717SLZRR9900S,110000465416,SULZER ORTHOPEDICS,SULZER ORTHOPEDICS INCORPORATED,AUSTIN,WILLIAMSON,TX,78717
TRIS,78721MTRLN3501E,110000465425,FREESCALE SEMICONDUCTOR ED BLUESTEIN FACLTY,FREESCALE SEMICONDUCTOR - ED BLUESTEIN FACILITY,AUSTIN,TRAVIS,TX,78721
TRIS,78728GLDST16240,110000465452,GOLD STAR MARBLE,GOLD STAR MARBLE COMPANY,AUSTIN,TRAVIS,TX,78728
TRIS,78501RGRND3701W,110000503820,MAGIC VALLEY FRESH FROZEN FOODS SOUTH MCALLEN FACLTY,MAGIC VALLEY FRESH FROZEN FOODS SOUTH MCALLEN FACILITY,MC ALLEN,HIDALGO,TX,78501
TRIS,78934TXSMN15HWY,110000599923,TX MANUFACTURED MARBLE,TEXAS MANUFACTURED MARBLE INC.,COLUMBUS,COLORADO,TX,78934
TRIS,79013MNFRTSHROE,110000599941,SWIFT ,SWIFT & CO,CACTUS,MOORE,TX,79013
TRIS,79108STHWSNLAKE,110000600001,XCEL ENGRY HARRINGTON STA,XCEL ENERGY HARRINGTON STATION,AMARILLO,POTTER,TX,79108
TRIS,79311BRNTH3MILE,110000600038,ABERNATHY REFINED PROD TERML,ABERNATHY REFINED PRODUCTS TERMINAL,ABERNATHY,HALE,TX,79311
TRIS,79371STHWS8MISW,110000600056,SOUTHWESTERN PUBLIC SVC ; TOLK STA,SOUTHWESTERN PUBLIC SERVICE COMPANY TOLK STATION,SUDAN,LAMB,TX,79371
TRIS,75247TWXCN1300R,110000860569,AUTO WAX,AUTO WAX COMPANY,DALLAS,DALLAS,TX,75247-3506
TRIS,76117MCRPR6525M,110000861602,ALLNCE COTG LLC,ALLIANCE COATINGS LLC,FORT WORTH,TARRANT,TX,76117-5306
TRIS,75202GRPHC2001N,110002131345,GRAPHIC ENGRAVING,GRAPHIC ENGRAVING CO INCORPORATED,DALLAS,DALLAS,TX,75202
TRIS,75207CRDNK327CO,110002131372,CRODA INKS,CRODA INKS CORPORATION,DALLAS,DALLAS,TX,75207
TRIS,75069DPNTS2050C,110001878898,IP MCKINNEY COATED PROD,IP MCKINNEY COATED PRODUCTS,MC KINNEY,COLLIN,TX,75069
TRIS,79072HRVST1208N,110000465700,ADM MILLING,ADM MILLING,PLAINVIEW,HALE,TX,790721000
TRIS,79252STHRN600EN,110000465782,SOUTHERN COTTON OIL,SOUTHERN COTTON OIL COMPANY,QUANAH,HARDEMAN,TX,79252
TRIS,79364GHCST1470I,110000465826,GOULDS PUMPS TX TURBINE DIV FNDRY,GOULDS PUMPS TEXAS TURBINE DIV FOUNDRY,SLATON,LUBBOCK,TX,79364
TRIS,75110JTCCHEASTH,110000606835,CORSICANA TECH PLT,CORSICANA TECHNOLOGIES PLANT,CORSICANA,NAVARRO,TX,751101898
TRIS,79765PNRCH4315S,110000873957,PIONEER CHEM,PIONEER CHEMICAL INCORPORATED,ODESSA,ECTOR,TX,79765
TRIS,75053PLYMR2613A,110000873966,POLYMER PROD,POLYMER PRODUCTS INC.,GRAND PRAIRIE,TARRANT,TX,75050
TRIS,75234MGTRN3250T,110002131693,PRESTOLITE ELEC ; MEGATRON IND DIV,PRESTOLITE ELECTRIC INCORPORATED MEGATRON INDUSTRIES DIVISION,DALLAS,DALLAS,TX,75234
TRIS,75234NTNLB11938,110002131719,NATL BANNER,NATIONAL BANNER COMPANY,DALLAS,DALLAS,TX,75234
TRIS,75234SPRRP13525,110002131737,NATERRA INTL,NATERRA INTERNATIONAL INC.,DALLAS,DALLAS,TX,75234
TRIS,75237SWFTD4920G,110002131791,FORBO ADHSV,FORBO ADHESIVES,DALLAS,DALLAS,TX,75237
TRIS,75244YPLTS15100,110002131862,YOPLAIT US,YOPLAIT USA,DALLAS,DALLAS,TX,75244
TRIS,75247CCCHM8505D,110002131880,ECCO CHEM,ECCO CHEMICALS INCORPORATED,DALLAS,DALLAS,TX,75247
TRIS,75247DLXCH9125V,110002131915,DELUXE CHECK PRINTERS,DELUXE CHECK PRINTERS,DALLAS,DALLAS,TX,752475477
TRIS,79603ZLTKC1221F,110000465997,ZOLTEK,ZOLTEK,ABILENE,TAYLOR,TX,79603
TRIS,79762PNTKN6830E,110000466148,PENATEK IND,PENATEK INDUSTRIES INCORPORATED,ODESSA,ECTOR,TX,79762
TRIS,79903PRCSC600NP,110000504124,PRICES CREAMERIES,PRICES CREAMERIES,EL PASO,EL PASO,TX,799034023
TRIS,75090RLQDL6436U,110000743679,AIR LIQUIDE,AIR LIQUIDE,SHERMAN,GRAYSON,TX,75090
TRIS,75090SCRMY4700H,110000743688,TYSON FOODS ; SHERMAN CASE READY,TYSON FOODS INC SHERMAN CASE READY,SHERMAN,GRAYSON,TX,750909498
TRIS,77536CCDNT1000T,110000743820,OXY VINYLS L P DEER PARK VCM PLT,OXY VINYLS L P DEER PARK VCM PLANT,DEER PARK,HARRIS,TX,77536
TRIS,77028RSSLL4004H,110000874117,RUSSELL STANLEY SOUTHWEST,RUSSELL-STANLEY SOUTHWEST INCORPORATED,HOUSTON,HARRIS,TX,77028
TRIS,75606STMCN300IN,110000874448,STEMCO,STEMCO,LONGVIEW,HARRISON,TX,75602
TRIS,75247LHGHP1515R,110002131924,LEHIGH PRESS DALLAS,LEHIGH PRESS DALLAS,DALLAS,DALLAS,TX,75247
TRIS,75401DWBRN1001E,110002132004,DOWBRANDS LP,DOWBRANDS LP,GREENVILLE,HUNT,TX,754025701
TRIS,75501RNBFD112SO,110002132095,RAINBO FOODS,RAINBO FOODS INCORPORATED,TEXARKANA,BOWIE,TX,75501
TRIS,79923SSCTD255MO,110000466317,DAIRY FARMERS OF AMER,DAIRY FARMERS OF AMERICA,EL PASO,EL PASO,TX,799321803
TRIS,79120SRCNCHWY13,110000743955,AMARILLO COPPER RFNRY,AMARILLO COPPER REFINERY,AMARILLO,POTTER,TX,791080200
TRIS,75041VDCMR2525N,110000747522,VADCO MARBLE OF DALLAS,VADCO MARBLE OF DALLAS,GARLAND,DALLAS,TX,75041
TRIS,75607LDNMRFM349,110000748086,ALDON MARBLE MFG,ALDON MARBLE MANUFACTURING COMPANY,LONGVIEW,GREGG,TX,75603
TRIS,75137PNRFR627BI,110002053811,PIONEER FROZEN FOODS,PIONEER FROZEN FOODS,DUNCANVILLE,DALLAS,TX,75137
TRIS,76106CRGLL2101T,110000771264,CARGILL ; ANML NUTRITION DIV,CARGILL INCORPORATED ANIMAL NUTRITION DIVISION,FORT WORTH,TARRANT,TX,76106
TRIS,75951VSDRC940VI,110002132353,VISADOR ; WESTERN RESERVE PROD,VISADOR CO WESTERN RESERVE PRODUCTS,JASPER,JASPER,TX,75951
TRIS,76011MGLDV60911,110002132451,DEXTER WATER MGMT SYS MOGUL,DEXTER WATER MANAGEMENT SYSTEMS MOGUL,ARLINGTON,TARRANT,TX,76011
TRIS,75050NKC  1139N,110000495009,FLINT INK NORTH AMER ; GRAND PRAIRIE,FLINT INK NORTH AMERICA CORP GRAND PRAIRIE,GRAND PRAIRIE,TARRANT,TX,75050
TRIS,76712SFTYK22006,110000619741,SAFETY KLEEN WACO,SAFETY-KLEEN WACO,WACO,MCLENNAN,TX,76710
TRIS,76657SNVLW1101J,110000619938,US NAVY NAVAL WEAPONS IND RESERVE PLT,U S NAVY NAVAL WEAPONS INDUSTRIES RESERVE PLANT,MC GREGOR,MCLENNAN,TX,76657
TRIS,79607SRFRC713RD,110000821488,DYESS AIR FORCE BASE,DYESS AIR FORCE BASE,DYESS AFB,TAYLOR,TX,79607
TRIS,75229CCMFG2624J,110000895915,CUSTOM CRETE JOE FIELD SITE,CUSTOM CRETE JOE FIELD SITE,DALLAS,DALLAS,TX,75229
TRIS,75482HNC  906HI,110000896246,HON,HON COMPANY,SULPHUR SPRINGS,HOPKINS,TX,75482
TRIS,76020LKSTH200CO,110002132521,LIKA SOUTHWEST,LIKA SOUTHWEST,AZLE,PARKER,TX,76098
TRIS,76106HRCNN5000A,110002132745,HAR CONN CHROME COUNTY OF TX,HAR-CONN CHROME COMPANY OF TEXAS,FORT WORTH,TARRANT,TX,76106
TRIS,76106PGVJT4243N,110002132763,PAGE AVJET,PAGE AVJET CORPORATION,FORT WORTH,TARRANT,TX,76106
TRIS,75080TWNST500WE,110001870814,MICRON TECH TX,MICRON TECHNOLOGY TEXAS L L C,RICHARDSON,COLLIN,TX,75080-1324
TRIS,77484DSTRC18314,110001870832,DESTARA CHEM,DESTARA CHEMICAL INCORPORATED,WALLER,HARRIS,TX,77484
TRIS,76110BNHGN2912W,110000702133,BEN HOGAN,BEN HOGAN COMPANY,FORT WORTH,TARRANT,TX,76110
TRIS,77459SFTYK158IN,110000702160,SAFETY KLEEN MO CITY 6 073 02,SAFETY-KLEEN MISSOURI CITY 6 073 02,MISSOURI CITY,FORT BEND,TX,77459
