  "59","      Other/10/.........................................................................................................",
  "60","    Other U.S. Government liabilities/11/...............................................................................",
  "61","    U.S. liabilities reported by U.S. banks, not included elsewhere.....................................................",
  "62","    Other foreign official assets/12/...................................................................................",
    "","",
  "63","  Other foreign assets in the United States, net........................................................................",
  "64","    Direct investment...................................................................................................",
  "65","    U.S. Treasury securities............................................................................................",
  "66","    U.S. securities other than U.S. Treasury securities.................................................................",
  "67","    U.S. currency.......................................................................................................",
  "68","    U.S. liabilities to unaffiliated foreigners reported by U.S. nonbanking concerns....................................",
  "69","    U.S. liabilities reported by U.S. banks, not included elsewhere.....................................................",
    "","",
  "70","Statistical discrepancy (sum of above items with sign reversed).........................................................",
 "70a","  Of which: seasonal adjustment discrepancy.............................................................................",
    "","",
    "","Memoranda:                                                                                                              ",
  "71","Balance on goods (lines 3 and 20).......................................................................................",
  "72","Balance on services (lines 4 and 21)....................................................................................",
  "73","Balance on goods and services (lines 2 and 19)..........................................................................",
  "74","Balance on income (lines 12 and 29).....................................................................................",
  "75","Unilateral current transfers, net (line 35).............................................................................",
  "76","Balance on current account (lines 1, 18, and 35 or lines 73, 74, and 75)/13/............................................",
    "",            "",            "",            "",            "",            "",            "",            "",            "",
    "",            "",            "",            "",            "",            "",            "",            "",            "",
    "",            "",            "",            "",            "",            "",            "",            "",            "",
    "",            "",            "",            "",            "",            "",            "",            "",            "",
    "",            "",            "",         "NSA",         "NSA",         "NSA",         "NSA",         "NSA",         "NSA",
"Line",        "2000",     "2001/p/",      "2000:I",     "2000:II",    "2000:III",     "2000:IV",      "2001:I",     "2001:II",
    "",            "",            "",            "",            "",            "",            "",            "",            "",
    "",            "",            "",            "",            "",            "",            "",            "",            "",
    "",            "",            "",            "",            "",            "",            "",            "",            "",
   "1",       1418568,       1298397,        337921,        355842,        359403,        365402,        351834,        336703,
    "",            "",            "",            "",            "",            "",            "",            "",            "",
   "2",       1065702,       1004589,        254876,        266347,        270858,        273621,        265614,        259747,
    "",            "",            "",            "",            "",            "",            "",            "",            "",
   "3",        772210,        720831,        185006,        193698,        193488,        200018,        193701,        188064,
    "",            "",            "",            "",            "",            "",            "",            "",            "",
   "4",        293492,        283758,         69870,         72649,         77370,         73603,         71913,         71683,
   "5",         14060,         12813,          3401,          3910,          3329,          3420,          3380,          3362,
    "",            "",            "",            "",            "",            "",            "",            "",            "",
   "6",         82042,         72295,         17892,         21236,         23427,         19487,         18170,         20155,
   "7",         20745,         17734,          4627,          5237,          5874,          5007,          4648,          4850,
   "8",         30185,         28292,          7035,          7615,          7964,          7571,          7085,          7108,
    "",            "",            "",            "",            "",            "",            "",            "",            "",
   "9",         38030,         38875,          9099,          9270,          9361,         10300,          9304,          9475,
  "10",        107568,        112892,         27612,         25168,         27195,         27593,         29099,         26532,
  "11",           862,           857,           204,           213,           220,           225,           227,           201,
    "",            "",            "",            "",            "",            "",            "",            "",            "",
  "12",        352866,        293808,         83045,         89495,         88545,         91781,         86220,         76956,
  "13",        350525,        291342,         82470,         88912,         87957,         91186,         85606,         76337,
  "14",        149240,        132651,         35309,         37955,         37046,         38930,         37706,         34452,
  "15",        197440,        155175,         46014,         49941,         49971,         51514,         46920,         41167,
  "16",          3845,          3516,          1147,          1016,           940,           742,           980,           718,
  "17",          2341,          2466,           575,           583,           588,           595,           614,           619,
    "",            "",            "",            "",            "",            "",            "",            "",            "",
  "18",      -1809099,      -1665325,       -419998,       -452269,       -471062,       -465770,       -440072,       -433043,
    "",            "",            "",            "",            "",            "",            "",            "",            "",
  "19",      -1441441,      -1352399,       -332427,       -357643,       -377282,       -374089,       -350031,       -350658,
    "",            "",            "",            "",            "",            "",            "",            "",            "",
  "20",      -1224417,      -1147446,       -284501,       -301727,       -317721,       -320468,       -297588,       -291752,
    "",            "",            "",            "",            "",            "",            "",            "",            "",
  "21",       -217024,       -204953,        -47926,        -55916,        -59561,        -53621,        -52443,        -58906,
  "22",        -13560,        -14775,         -3262,         -3382,         -3541,         -3375,         -3567,         -3513,
    "",            "",            "",            "",            "",            "",            "",            "",            "",
  "23",        -64537,        -58921,        -13874,        -18320,        -18748,        -13595,        -13675,        -18311,
  "24",        -24197,        -23407,         -5296,         -6645,         -6923,         -5333,         -5434,         -6988,
  "25",        -41058,        -38230,         -9305,        -10034,        -10932,        -10787,        -10100,         -9645,
    "",            "",            "",            "",            "",            "",            "",            "",            "",
  "26",        -16106,        -16399,         -3520,         -3644,         -4381,         -4561,         -4070,         -4099,
  "27",        -54687,        -50289,        -11955,        -13177,        -14312,        -15243,        -14859,        -15624,
  "28",         -2879,         -2932,          -714,          -714,          -724,          -727,          -738,          -726,
    "",            "",            "",            "",            "",            "",            "",            "",            "",
  "29",       -367658,       -312926,        -87571,        -94626,        -93780,        -91681,        -90041,        -82385,
  "30",       -360146,       -305096,        -85828,        -92836,        -91854,        -89628,        -88201,        -80532,
  "31",        -68009,        -37430,        -18003,        -20051,        -16369,        -13586,        -14030,        -11485,
  "32",       -184465,       -163353,        -41751,        -45884,        -48116,        -48714,        -47180,        -42667,
  "33",       -107672,       -104313,        -26074,        -26901,        -27369,        -27328,        -26991,        -26380,
  "34",         -7512,         -7830,         -1743,         -1790,         -1926,         -2053,         -1840,         -1853,
    "",            "",            "",            "",            "",            "",            "",            "",            "",
  "35",        -54136,        -50501,        -12201,        -11978,        -12890,        -17067,        -12030,        -11503,
    "",            "",            "",            "",            "",            "",            "",            "",            "",
  "36",        -16821,        -11334,         -2912,         -3232,         -3634,         -7043,         -2419,         -2508,
  "37",         -4705,         -5804,         -1087,          -912,         -1024,         -1682,         -1167,          -934,
  "38",        -32610,        -33363,         -8202,         -7834,         -8232,         -8342,         -8444,         -8061,
    "",            "",            "",            "",            "",            "",            "",            "",            "",
    "",            "",            "",            "",            "",            "",            "",            "",            "",
    "",            "",            "",            "",            "",            "",            "",            "",            "",
    "",            "",            "",            "",            "",            "",            "",            "",            "",
    "",            "",            "",            "",            "",            "",            "",            "",            "",
  "39",           705,           726,           173,           173,           175,           184,           173,           177,
    "",            "",            "",            "",            "",            "",            "",            "",            "",
    "",            "",            "",            "",            "",            "",            "",            "",            "",
    "",            "",            "",            "",            "",            "",            "",            "",            "",
  "40",       -580952,       -439563,       -200632,        -95853,       -109669,       -174798,       -246201,        -74264,
    "",            "",            "",            "",            "",            "",            "",            "",            "",
  "41",          -290,         -4911,          -554,          2020,          -346,         -1410,           190,         -1343,
  "42",             0,             0,             0,             0,             0,             0,             0,             0,
  "43",          -722,          -630,          -180,          -180,          -182,          -180,          -189,          -156,
  "44",          2308,         -3600,          -237,          2328,          1300,         -1083,           574,         -1015,
  "45",         -1876,          -681,          -137,          -128,         -1464,          -147,          -195,          -172,
    "",            "",            "",            "",            "",            "",            "",            "",            "",
  "46",          -944,          -573,          -127,          -572,           114,          -359,            21,          -786,
  "47",         -5177,         -4450,         -1750,         -1368,         -1050,         -1009,         -1094,         -1330,
  "48",          4257,          3801,          1329,           855,          1265,           808,          1015,           570,
  "49",           -24,            76,           294,           -59,          -101,          -158,           100,           -26,
    "",            "",            "",            "",            "",            "",            "",            "",            "",
  "50",       -579718,       -434079,       -199951,        -97301,       -109437,       -173029,       -246412,        -72135,
  "51",       -152437,       -156019,        -40915,        -35626,        -43576,        -32320,        -44021,        -43153,
  "52",       -124935,        -97661,        -27546,        -39639,        -33129,        -24621,        -31591,        -51109,
  "53",       -163846,        -76067,        -75256,        -29491,        -14585,        -44514,        -61011,         22232,
  "54",       -138500,       -104332,        -56234,          7455,        -18147,        -71574,       -109789,          -105,
    "",            "",            "",            "",            "",            "",            "",            "",            "",
  "55",       1024218,        895459,        257185,        250178,        223317,        293538,        347052,        227102,
    "",            "",            "",            "",            "",            "",            "",            "",            "",
  "56",         37619,          6092,         22498,          6447,         12247,         -3573,          4898,        -20879,
  "57",         30676,         31680,         24311,          6334,          5271,         -5240,          2547,        -10851,
  "58",        -10233,         10760,         16204,         -4000,         -9001,        -13436,         -1027,        -20783,
  "59",         40909,         20920,          8107,         10334,         14272,          8196,          3574,          9932,
  "60",         -1987,         -2482,          -474,         -1000,          -220,          -293,         -1246,          -926,
  "61",          5803,        -28825,         -2270,           209,          6884,           980,          2594,        -10130,
  "62",          3127,          5719,           931,           904,           312,           980,          1003,          1028,
    "",            "",            "",            "",            "",            "",            "",            "",            "",
  "63",        986599,        889367,        234687,        243731,        211070,        297111,        342154,        247981,
  "64",        287655,        157936,         36911,         90565,         77255,         82924,         52864,         65729,
  "65",        -52792,         15779,         -9348,        -20546,        -12503,        -10395,           656,         -8678,
  "66",        485644,        498433,        136208,         94400,        128393,        126643,        148809,        140512,
  "67",          1129,         23783,         -6847,           989,           757,          6230,          2311,          2772,
  "68",        177010,         98222,         85188,         24400,         19078,         48344,        130624,          3375,
  "69",         87953,         95214,         -7425,         53923,         -1910,         43365,          6890,         44271,
    "",            "",            "",            "",            "",            "",            "",            "",            "",
  "70",           696,        -39193,         37552,        -46093,         10726,         -1489,          -756,        -45172,
 "70a",             0,             0,             0,             0,             0,             0,             0,             0,
    "",            "",            "",            "",            "",            "",            "",            "",            "",
    "",            "",            "",            "",            "",            "",            "",            "",            "",
  "71",       -452207,       -426615,        -99495,       -108029,       -124233,       -120450,       -103887,       -103688,
  "72",         76468,         78805,         21944,         16733,         17809,         19982,         19470,         12777,
  "73",       -375739,       -347810,        -77551,        -91296,       -106424,       -100468,        -84417,        -90911,
  "74",        -14792,        -19118,         -4526,         -5131,         -5235,           100,         -3821,         -5429,
  "75",        -54136,        -50501,        -12201,        -11978,        -12890,        -17067,        -12030,        -11503,
  "76",       -444667,       -417429,        -94278,       -108405,       -124549,       -117435,       -100268,       -107843,
    "",            "",            "",            "",            "",            "",            "",            "",            "",
    "",            "",            "",            "",            "",            "",            "",            "",            "",
    "",            "",            "",            "",            "",            "",            "",            "",            "",
    "",            "",            "",            "",            "",            "",            "",            "",            "",
    "",         "NSA",         "NSA",          "SA",          "SA",          "SA",          "SA",          "SA",          "SA",
"Line", "2001:III/r/",  "2001:IV/p/",      "2000:I",     "2000:II",    "2000:III",     "2000:IV",   "2001:I/r/",  "2001:II/r/",
    "",            "",            "",            "",            "",            "",            "",            "",            "",
    "",            "",            "",            "",            "",            "",            "",            "",            "",
    "",            "",            "",            "",            "",            "",            "",            "",            "",
   "1",        309982,        299878,        339645,        355075,        361236,        362617,        354158,        335722,
    "",            "",            "",            "",            "",            "",            "",            "",            "",
   "2",        240983,        238245,        257256,        265822,        272497,        270131,        268614,        258833,
    "",            "",            "",            "",            "",            "",            "",            "",            "",
   "3",        167668,        171398,        185142,        191558,        199273,        196237,        194542,        185464,
    "",            "",            "",            "",            "",            "",            "",            "",            "",
   "4",         73315,         66847,         72114,         74264,         73224,         73894,         74072,         73369,
   "5",          3048,          3023,          3401,          3910,          3329,          3420,          3380,          3362,
    "",            "",            "",            "",            "",            "",            "",            "",            "",
   "6",         20105,         13865,         20448,         20976,         20226,         20392,         20711,         19835,
   "7",          4894,          3342,          5013,          5342,          5213,          5177,          5006,          4933,
   "8",          7415,          6684,          7365,          7619,          7593,          7609,          7415,          7113,
    "",            "",            "",            "",            "",            "",            "",            "",            "",
   "9",          9503,         10593,          9345,          9525,          9538,          9624,          9564,          9759,
  "10",         28136,         29125,         26338,         26679,         27105,         27447,         27769,         28166,
  "11",           214,           215,           204,           213,           220,           225,           227,           201,
    "",            "",            "",            "",            "",            "",            "",            "",            "",
  "12",         68999,         61633,         82389,         89253,         88739,         92486,         85544,         76889,
  "13",         68374,         61025,         81814,         88670,         88151,         91891,         84930,         76270,
  "14",         30730,         29763,         34734,         37591,         37335,         39581,         37096,         34311,
  "15",         36720,         30368,         46014,         49941,         49971,         51514,         46920,         41167,
  "16",           924,           894,          1066,          1138,           845,           796,           914,           792,
  "17",           625,           608,           575,           583,           588,           595,           614,           619,
    "",            "",            "",            "",            "",            "",            "",            "",            "",
  "18",       -405035,       -387175,       -432624,       -450748,       -463461,       -462268,       -454461,       -431524,
    "",            "",            "",            "",            "",            "",            "",            "",            "",
  "19",       -328277,       -323433,       -344578,       -356606,       -369837,       -370424,       -363926,       -349668,
    "",            "",            "",            "",            "",            "",            "",            "",            "",
  "20",       -282416,       -275690,       -292547,       -303229,       -313884,       -314757,       -307163,       -293222,
    "",            "",            "",            "",            "",            "",            "",            "",            "",
  "21",        -45861,        -47743,        -52031,        -53377,        -55953,        -55667,        -56763,        -56446,
  "22",         -3685,         -4010,         -3262,         -3382,         -3541,         -3375,         -3567,         -3513,
    "",            "",            "",            "",            "",            "",            "",            "",            "",
  "23",        -16806,        -10129,        -16399,        -16123,        -16075,        -15940,        -16247,        -16231,
  "24",         -6890,         -4095,         -5805,         -6146,         -6226,         -6020,         -6001,         -6493,
  "25",         -9519,         -8966,         -9693,        -10097,        -10554,        -10718,        -10501,         -9689,
    "",            "",            "",            "",            "",            "",            "",            "",            "",
  "26",         -4024,         -4206,         -3604,         -3715,         -4535,         -4253,         -4161,         -4159,
  "27",         -4201,        -15605,        -12554,        -13200,        -14298,        -14634,        -15548,        -15635,
  "28",          -736,          -732,          -714,          -714,          -724,          -727,          -738,          -726,
    "",            "",            "",            "",            "",            "",            "",            "",            "",
  "29",        -76758,        -63742,        -88046,        -94142,        -93624,        -91844,        -90535,        -81856,
  "30",        -74736,        -61627,        -86194,        -92259,        -91771,        -89920,        -88569,        -79907,
  "31",         -9110,         -2805,        -18369,        -19474,        -16286,        -13878,        -14398,        -10860,
  "32",        -39734,        -33772,        -41751,        -45884,        -48116,        -48714,        -47180,        -42667,
  "33",        -25892,        -25050,        -26074,        -26901,        -27369,        -27328,        -26991,        -26380,
  "34",         -2022,         -2115,         -1852,         -1883,         -1853,         -1924,         -1966,         -1949,
    "",            "",            "",            "",            "",            "",            "",            "",            "",
  "35",        -12444,        -14524,        -11924,        -12461,        -13080,        -16673,        -11826,        -12130,
    "",            "",            "",            "",            "",            "",            "",            "",            "",
  "36",         -2877,         -3530,         -2912,         -3232,         -3634,         -7043,         -2419,         -2508,
  "37",         -1027,         -2676,         -1168,         -1179,         -1183,         -1177,         -1316,         -1292,
  "38",         -8540,         -8318,         -7844,         -8050,         -8263,         -8453,         -8091,         -8330,
    "",            "",            "",            "",            "",            "",            "",            "",            "",
    "",            "",            "",            "",            "",            "",            "",            "",            "",
    "",            "",            "",            "",            "",            "",            "",            "",            "",
    "",            "",            "",            "",            "",            "",            "",            "",            "",
    "",            "",            "",            "",            "",            "",            "",            "",            "",
  "39",           182,           194,           173,           173,           175,           184,           173,           177,
    "",            "",            "",            "",            "",            "",            "",            "",            "",
    "",            "",            "",            "",            "",            "",            "",            "",            "",
    "",            "",            "",            "",            "",            "",            "",            "",            "",
  "40",        -18741,       -100357,       -198105,        -93573,       -107727,       -181548,       -243302,        -72357,
    "",            "",            "",            "",            "",            "",            "",            "",            "",
  "41",         -3559,          -199,          -554,          2020,          -346,         -1410,           190,         -1343,
  "42",             0,             0,             0,             0,             0,             0,             0,             0,
  "43",          -145,          -140,          -180,          -180,          -182,          -180,          -189,          -156,
  "44",         -3242,            83,          -237,          2328,          1300,         -1083,           574,         -1015,
  "45",          -172,          -142,          -137,          -128,         -1464,          -147,          -195,          -172,
    "",            "",            "",            "",            "",            "",            "",            "",            "",
  "46",            21,           171,          -127,          -572,           114,          -359,            21,          -786,
  "47",         -1011,         -1015,         -1750,         -1368,         -1050,         -1009,         -1094,         -1330,
  "48",          1062,          1154,          1329,           855,          1265,           808,          1015,           570,
  "49",           -30,            32,           294,           -59,          -101,          -158,           100,           -26,
    "",            "",            "",            "",            "",            "",            "",            "",            "",
  "50",        -15203,       -100329,       -197424,        -95021,       -107495,       -179779,       -243513,        -70228,
  "51",        -44522,        -24323,        -38388,        -33346,        -41634,        -39070,        -41122,        -41246,
  "52",         10564,        -25525,        -27546,        -39639,        -33129,        -24621,        -31591,        -51109,
  "53",        -40361,          3073,        -75256,        -29491,        -14585,        -44514,        -61011,         22232,
  "54",         59116,        -53554,        -56234,          7455,        -18147,        -71574,       -109789,          -105,
    "",            "",            "",            "",            "",            "",            "",            "",            "",
  "55",         59402,        261903,        256782,        250007,        222108,        295321,        347006,        226927,
    "",            "",            "",            "",            "",            "",            "",            "",            "",
  "56",         16877,          5196,         22498,          6447,         12247,         -3573,          4898,        -20879,
  "57",         15594,         24390,         24311,          6334,          5271,         -5240,          2547,        -10851,
  "58",         15810,         16760,         16204,         -4000,         -9001,        -13436,         -1027,        -20783,
  "59",          -216,          7630,          8107,         10334,         14272,          8196,          3574,          9932,
  "60",           119,          -429,          -474,         -1000,          -220,          -293,         -1246,          -926,
  "61",          -817,        -20472,         -2270,           209,          6884,           980,          2594,        -10130,
  "62",          1981,          1707,           931,           904,           312,           980,          1003,          1028,
    "",            "",            "",            "",            "",            "",            "",            "",            "",
  "63",         42525,        256707,        234284,        243560,        209861,        298894,        342108,        247806,
  "64",         24295,         15048,         36508,         90394,         76046,         84707,         52818,         65554,
  "65",         -9459,         33260,         -9348,        -20546,        -12503,        -10395,           656,         -8678,
  "66",         82777,        126335,        136208,         94400,        128393,        126643,        148809,        140512,
  "67",          8203,         10497,         -6847,           989,           757,          6230,          2311,          2772,
  "68",         -3941,        -31836,         85188,         24400,         19078,         48344,        130624,          3375,
  "69",        -59350,        103403,         -7425,         53923,         -1910,         43365,          6890,         44271,
    "",            "",            "",            "",            "",            "",            "",            "",            "",
  "70",         66654,        -59919,         46053,        -48473,           749,          2367,          8252,        -46815,
 "70a",             0,             0,          8501,         -2380,         -9977,          3856,          9008,         -1643,
    "",            "",            "",            "",            "",            "",            "",            "",            "",
    "",            "",            "",            "",            "",            "",            "",            "",            "",
  "71",       -114748,       -104292,       -107405,       -111671,       -114611,       -118520,       -112621,       -107758,
  "72",         27454,         19104,         20083,         20887,         17271,         18227,         17309,         16923,
  "73",        -87294,        -85188,        -87322,        -90784,        -97340,       -100293,        -95312,        -90835,
  "74",         -7759,         -2109,         -5657,         -4889,         -4885,           642,         -4991,         -4967,
  "75",        -12444,        -14524,        -11924,        -12461,        -13080,        -16673,        -11826,        -12130,
  "76",       -107497,       -101821,       -104903,       -108134,       -115305,       -116324,       -112129,       -107932,
    "",            "",             ""
    "",            "",             ""
    "",            "",             ""
    "",            "",             ""
    "",          "SA",           "SA"
"Line", "2001:III/r/",   "2001:IV/p/"
    "",            "",             ""
    "",            "",             ""
    "",            "",             ""
   "1",        312333,         296191
    "",            "",             ""
   "2",        243143,         234000
    "",            "",             ""
   "3",        173419,         167406
    "",            "",             ""
   "4",         69724,          66594
   "5",          3048,           3023
    "",            "",             ""
   "6",         17337,          14412
   "7",          4352,           3443
   "8",          7055,           6709
    "",            "",             ""
   "9",          9683,           9870
  "10",         28035,          28922
  "11",           214,            215
    "",            "",             ""
  "12",         69190,          62191
  "13",         68565,          61583
  "14",         31008,          30241
  "15",         36720,          30368
  "16",           837,            974
  "17",           625,            608
    "",            "",             ""
  "18",       -398195,        -381150
    "",            "",             ""
  "19",       -321593,        -317215
    "",            "",             ""
  "20",       -278960,        -268101
    "",            "",             ""
  "21",        -42633,         -49114
  "22",         -3685,          -4010
    "",            "",             ""
  "23",        -14472,         -11971
  "24",         -6240,          -4673
  "25",         -9159,          -8884
    "",            "",             ""
  "26",         -4177,          -3903
  "27",         -4164,         -14941
  "28",          -736,           -732
    "",            "",             ""
  "29",        -76602,         -63935
  "30",        -74660,         -61961
  "31",         -9034,          -3139
  "32",        -39734,         -33772
  "33",        -25892,         -25050
  "34",         -1942,          -1974
    "",            "",             ""
  "35",        -12669,         -13876
    "",            "",             ""
  "36",         -2877,          -3530
  "37",         -1306,          -1892
  "38",         -8486,          -8454
    "",            "",             ""
    "",            "",             ""
    "",            "",             ""
    "",            "",             ""
    "",            "",             ""
  "39",           182,            194
    "",            "",             ""
    "",            "",             ""
    "",            "",             ""
  "40",        -17443,        -106460
    "",            "",             ""
  "41",         -3559,           -199
  "42",             0,              0
  "43",          -145,           -140
  "44",         -3242,             83
  "45",          -172,           -142
    "",            "",             ""
  "46",            21,            171
  "47",         -1011,          -1015
  "48",          1062,           1154
  "49",           -30,             32
    "",            "",             ""
  "50",        -13905,        -106432
  "51",        -43224,         -30426
  "52",         10564,         -25525
  "53",        -40361,           3073
  "54",         59116,         -53554
    "",            "",             ""
  "55",         57718,         263806
    "",            "",             ""
  "56",         16877,           5196
  "57",         15594,          24390
  "58",         15810,          16760
  "59",          -216,           7630
  "60",           119,           -429
  "61",          -817,         -20472
  "62",          1981,           1707
    "",            "",             ""
  "63",         40841,         258610
  "64",         22611,          16951
  "65",         -9459,          33260
  "66",         82777,         126335
  "67",          8203,          10497
  "68",         -3941,         -31836
  "69",        -59350,         103403
    "",            "",             ""
  "70",         58074,         -58705
 "70a",         -8580,           1214
    "",            "",             ""
    "",            "",             ""
  "71",       -105541,        -100695
  "72",         27091,          17480
  "73",        -78450,         -83215
  "74",         -7412,          -1744
  "75",        -12669,         -13876
  "76",        -98531,         -98835
