19734883	13
10054838	13
170398	13
7110759	13
276859	13
4417379	13
2421813	15
6093108	16
31447450	13
2191633	13
2785427	13
16577432	13
4645447	13
9836266	13
21474871	13
27157607	13
902788	13
2948213	13
25559452	13
841841	13
6137453	13
20499197	13
12278618	13
27049434	13
5373334	13
12221965	13
20101845	13
11843514	13
5567734	16
19467013	13
499442	13
18688569	13
3035917	17
1321173	13
8199983	13
6483583	13
31172802	13
14015559	13
20417369	13
18364293	13
9077862	13
10948967	13
34857612	15
2209235	13
4609992	13
8350487	17
6960894	13
22938634	13
19409470	13
11402719	13
2517590	13
2451179	13
34045095	13
1337370	16
4955376	13
7511903	13
1712960	13
5478652	13
17777322	13
3413672	13
3955104	15
22000	13
4438976	16
3189689	16
8722841	17
7858588	13
4980212	13
3197714	17
7538620	13
2274679	13
26268313	13
2922204	13
6535762	13
8041597	16
9613672	13
4195733	13
11667776	13
1924728	13
612543	13
4892379	13
44609644	13
2841552	13
9568630	13
4402889	13
12611992	13
7134697	15
22245698	13
5964253	13
15351689	13
31862375	13
4855838	13
22511587	13
2009620	13
12661340	15
8641209	13
110782	13
23402600	13
6899658	13
11391729	13
5031121	13
2606019	15
2750887	13
7856331	17
8234344	17
406803	13
7402253	13
327451	13
9742444	13
5824964	13
3014330	15
25034313	13
3783705	17
8679436	16
61650	13
3409083	13
4943895	13
10932975	17
4416783	13
8261636	13
9398253	13
3599396	17
1732142	13
16768709	15
17466774	13
22250079	13
143576	13
6142076	13
3251529	13
2312485	16
614012	13
1291041	13
2940003	13
67487583	16
6863218	13
6890831	13
675213	13
3639081	13
1411637	13
27103365	16
1453830	13
8024683	13
5843631	17
3481356	13
3461328	13
2827307	13
2069632	13
16260108	13
6110101	13
3896286	13
485512	13
4459348	13
8197358	15
4280907	13
21836413	13
7403706	13
2535406	13
12135895	13
2503491	13
3569573	16
1424461	17
6467248	13
1099218	13
2519572	13
2124711	13
1233476	13
14903736	13
2385905	13
1413751	16
625385	13
7435933	13
14852010	13
14352623	13
3233501	13
679126	13
55898656	13
3148615	13
10599395	13
9749312	13
2993658	13
1488084	13
18960446	13
5107366	15
22407038	13
1557671	13
4949169	13
30967404	13
6240161	13
