    "","Table 11.--U.S. International Transactions, by Area--European Union (6)/15/",
    "","[Millions of dollars]",
    "","",
    "","",
    "","",
"Line","(Credits +; debits -)/1/",
    "","",
    "","Current account ",
    "","",
   "1","Exports of goods and services and income receipts.......................................................................",
    "","",
   "2","  Exports of goods and services.........................................................................................",
    "","",
   "3","    Goods, balance of payments basis/2/.................................................................................",
    "","",
   "4","    Services/3/.........................................................................................................",
   "5","      Transfers under U.S. military agency sales contracts/4/...........................................................",
    "","",
   "6","      Travel............................................................................................................",
   "7","      Passenger fares...................................................................................................",
   "8","      Other transportation..............................................................................................",
    "","",
   "9","      Royalties and license fees/5/.....................................................................................",
  "10","      Other private services/5/.........................................................................................",
  "11","      U.S. Government miscellaneous services............................................................................",
    "","",
  "12","  Income receipts.......................................................................................................",
  "13","    Income receipts on U.S.-owned assets abroad.........................................................................",
  "14","      Direct investment receipts........................................................................................",
  "15","      Other private receipts............................................................................................",
  "16","      U.S. Government receipts..........................................................................................",
  "17","    Compensation of employees...........................................................................................",
    "","",
  "18","Imports of goods and services and income payments.......................................................................",
    "","",
  "19","  Imports of goods and services.........................................................................................",
    "","",
  "20","    Goods, balance of payments basis/2/.................................................................................",
    "","",
  "21","    Services/3/.........................................................................................................",
  "22","      Direct defense expenditures.......................................................................................",
    "","",
  "23","      Travel............................................................................................................",
  "24","      Passenger fares...................................................................................................",
  "25","      Other transportation..............................................................................................",
    "","",
  "26","      Royalties and license fees/5/.....................................................................................",
  "27","      Other private services/5/.........................................................................................",
  "28","      U.S. Government miscellaneous services............................................................................",
    "","",
  "29","  Income payments.......................................................................................................",
  "30","    Income payments on foreign-owned assets in the United States........................................................",
  "31","      Direct investment payments........................................................................................",
  "32","      Other private payments............................................................................................",
  "33","      U.S. Government payments..........................................................................................",
  "34","    Compensation of employees...........................................................................................",
    "","",
  "35","Unilateral current transfers, net.......................................................................................",
    "","",
  "36","  U.S. Government grants/4/.............................................................................................",
  "37","  U.S. Government pensions and other transfers..........................................................................",
  "38","  Private remittances and other transfers/6/............................................................................",
    "","",
    "","Capital and financial account",
    "","",
    "","Capital account",
    "","",
  "39","Capital account transactions, net ......................................................................................",
    "","",
    "","Financial account",
    "","",
  "40","U.S.-owned assets abroad, net (increase/financial outflow (-))..........................................................",
    "","",
  "41","  U.S. official reserve assets, net.....................................................................................",
  "42","    Gold/7/.............................................................................................................",
  "43","    Special drawing rights..............................................................................................",
  "44","    Reserve position in the International Monetary Fund.................................................................",
  "45","    Foreign currencies..................................................................................................",
    "","",
  "46","  U.S. Government assets, other than official reserve assets, net.......................................................",
  "47","    U.S. credits and other long-term assets.............................................................................",
  "48","    Repayments on U.S. credits and other long-term assets/8/............................................................",
  "49","    U.S. foreign currency holdings and U.S. short-term assets, net......................................................",
    "","",
  "50","  U.S. private assets, net..............................................................................................",
  "51","    Direct investment...................................................................................................",
  "52","    Foreign securities..................................................................................................",
  "53","    U.S. claims on unaffiliated foreigners reported by U.S. nonbanking concerns.........................................",
  "54","    U.S. claims reported by U.S. banks, not included elsewhere..........................................................",
    "","",
  "55","Foreign-owned assets in the United States, net (increase/financial inflow (+))..........................................",
    "","",
  "56","  Foreign official assets in the United States, net.....................................................................",
  "57","    U.S. Government securities..........................................................................................",
  "58","      U.S. Treasury securities/9/.......................................................................................",
  "59","      Other/10/.........................................................................................................",
  "60","    Other U.S. Government liabilities/11/...............................................................................",
  "61","    U.S. liabilities reported by U.S. banks, not included elsewhere.....................................................",
  "62","    Other foreign official assets/12/...................................................................................",
    "","",
  "63","  Other foreign assets in the United States, net........................................................................",
  "64","    Direct investment...................................................................................................",
  "65","    U.S. Treasury securities............................................................................................",
  "66","    U.S. securities other than U.S. Treasury securities.................................................................",
  "67","    U.S. currency.......................................................................................................",
  "68","    U.S. liabilities to unaffiliated foreigners reported by U.S. nonbanking concerns....................................",
  "69","    U.S. liabilities reported by U.S. banks, not included elsewhere.....................................................",
    "","",
  "70","Statistical discrepancy (sum of above items with sign reversed).........................................................",
    "","",
    "","",
    "","Memoranda:                                                                                                              ",
  "71","Balance on goods (lines 3 and 20).......................................................................................",
  "72","Balance on services (lines 4 and 21)....................................................................................",
  "73","Balance on goods and services (lines 2 and 19)..........................................................................",
  "74","Balance on income (lines 12 and 29).....................................................................................",
  "75","Unilateral current transfers, net (line 35).............................................................................",
  "76","Balance on current account (lines 1, 18, and 35 or lines 73, 74, and 75)/13/............................................",
    "",            "",            "",            "",            "",            "",            "",             ""
    "",            "",            "",            "",            "",            "",            "",             ""
    "",            "",            "",            "",            "",            "",            "",             ""
    "",            "",            "",            "",            "",            "",            "",             ""
    "",            "",         "NSA",         "NSA",         "NSA",         "NSA",         "NSA",          "NSA"
"Line",        "2002",      "2002:I",     "2002:II",    "2002:III",     "2002:IV",   "2003:I/r/",   "2003:II/p/"
    "",            "",            "",            "",            "",            "",            "",             ""
    "",            "",            "",            "",            "",            "",            "",             ""
    "",            "",            "",            "",            "",            "",            "",             ""
   "1",        180137,         43626,         45051,         44946,         46514,         47035,          47658
    "",            "",            "",            "",            "",            "",            "",             ""
   "2",        131132,         31977,         32395,         32320,         34440,         34001,          34405
    "",            "",            "",            "",            "",            "",            "",             ""
   "3",         86434,         21900,         21543,         20458,         22533,         22800,          23176
    "",            "",            "",            "",            "",            "",            "",             ""
   "4",         44698,         10077,         10852,         11862,         11907,         11201,          11229
   "5",           977,           298,           243,           208,           228,           292,            231
    "",            "",            "",            "",            "",            "",            "",             ""
   "6",          7452,          1386,          1831,          2315,          1920,          1490,           1674
   "7",          2884,           583,           744,           879,           678,           528,            649
   "8",          4597,          1042,          1092,          1240,          1223,          1166,           1257
    "",            "",            "",            "",            "",            "",            "",             ""
   "9",          8352,          1859,          1934,          1988,          2571,          2390,           2214
  "10",         20350,          4889,          4986,          5210,          5265,          5314,           5183
  "11",            86,            20,            22,            22,            22,            21,             21
    "",            "",            "",            "",            "",            "",            "",             ""
  "12",         49005,         11649,         12656,         12626,         12074,         13034,          13253
  "13",         48867,         11615,         12622,         12591,         12039,         12999,          13216
  "14",         29051,          6583,          7454,          7472,          7542,          8501,           9053
  "15",         19232,          4880,          5024,          4975,          4353,          4329,           4010
  "16",           584,           152,           144,           144,           144,           169,            153
  "17",           138,            34,            34,            35,            35,            35,             37
    "",            "",            "",            "",            "",            "",            "",             ""
  "18",       -212625,        -48009,        -52381,        -55928,        -56307,        -53233,         -57676
    "",            "",            "",            "",            "",            "",            "",             ""
  "19",       -179262,        -40683,        -44300,        -46050,        -48229,        -44738,         -48750
    "",            "",            "",            "",            "",            "",            "",             ""
  "20",       -134845,        -30949,        -32883,        -33983,        -37030,        -34155,         -36482
    "",            "",            "",            "",            "",            "",            "",             ""
  "21",        -44417,         -9734,        -11417,        -12067,        -11199,        -10583,         -12268
  "22",         -6402,         -1507,         -1550,         -1642,         -1703,         -1810,          -1846
    "",            "",            "",            "",            "",            "",            "",             ""
  "23",         -8832,         -1583,         -2812,         -2761,         -1676,         -1455,          -2528
  "24",         -3584,          -713,         -1074,         -1038,          -759,          -726,          -1094
  "25",         -6006,         -1294,         -1475,         -1634,         -1603,         -1610,          -1795
    "",            "",            "",            "",            "",            "",            "",             ""
  "26",         -5290,          -992,         -1298,         -1395,         -1605,         -1249,          -1351
  "27",        -13475,         -3449,         -2999,         -3386,         -3641,         -3535,          -3455
  "28",          -828,          -196,          -209,          -211,          -212,          -198,           -199
    "",            "",            "",            "",            "",            "",            "",             ""
  "29",        -33363,         -7326,         -8081,         -9878,         -8078,         -8495,          -8926
  "30",        -33155,         -7272,         -8031,         -9829,         -8023,         -8440,          -8874
  "31",         -9728,          -961,         -1903,         -4093,         -2771,         -3539,          -4306
  "32",        -17475,         -4571,         -4560,         -4346,         -3998,         -3767,          -3512
  "33",         -5952,         -1740,         -1568,         -1390,         -1254,         -1134,          -1056
  "34",          -208,           -54,           -50,           -49,           -55,           -55,            -52
    "",            "",            "",            "",            "",            "",            "",             ""
  "35",           243,            57,            64,            37,            85,           -97,            -46
    "",            "",            "",            "",            "",            "",            "",             ""
  "36",             0,             0,             0,             0,             0,             0,              0
  "37",          -723,          -179,          -179,          -179,          -186,          -183,           -198
  "38",           966,           236,           243,           216,           271,            86,            152
    "",            "",            "",            "",            "",            "",            "",             ""
    "",            "",            "",            "",            "",            "",            "",             ""
    "",            "",            "",            "",            "",            "",            "",             ""
    "",            "",            "",            "",            "",            "",            "",             ""
    "",            "",            "",            "",            "",            "",            "",             ""
  "39",           -41,            -9,            -9,           -12,           -11,           -11,            -10
    "",            "",            "",            "",            "",            "",            "",             ""
    "",            "",            "",            "",            "",            "",            "",             ""
    "",            "",            "",            "",            "",            "",            "",             ""
  "40",        -10598,        -11249,        -16945,         17006,           590,        -16849,         -10441
    "",            "",            "",            "",            "",            "",            "",             ""
  "41",          -185,           -99,           -84,            -2,             0,             0,              0
  "42",             0,             0,             0,             0,             0,             0,              0
  "43",             0,             0,             0,             0,             0,             0,              0
