> 1 contour
94.9311	6.18832	1
95.0144	6.20003	1
95.0977	6.2063	1
95.1811	6.20788	1
95.2644	6.20443	1
95.3477	6.19597	1
95.413	6.1852	1
95.4311	6.1824	1
95.5144	6.16441	1
95.5977	6.14061	1
95.613	6.1352	1
95.6811	6.11122	1
95.7418	6.0852	1
95.7644	6.07548	1
95.8439	6.0352	1
95.8477	6.03319	1
95.9291	5.9852	1
95.9311	5.98397	1
96.0024	5.9352	1
96.0144	5.92653	1
96.0694	5.8852	1
96.0977	5.86233	1
96.1279	5.8352	1
96.1783	5.7852	1
96.1811	5.78222	1
96.2258	5.7352	1
96.2644	5.68862	1
96.2672	5.6852	1
96.3072	5.6352	1
96.3426	5.5852	1
96.3477	5.57721	1
96.376	5.5352	1
96.406	5.4852	1
96.4311	5.43637	1
96.4317	5.4352	1
96.4573	5.3852	1
96.4805	5.3352	1
96.5005	5.2852	1
96.5144	5.24456	1
96.5155	5.2352	1
96.5342	5.1852	1
96.5491	5.1352	1
96.5144	5.09611	1
96.4872	5.0852	1
96.5144	5.07847	1
96.5408	5.0352	1
96.5144	5.00731	1
96.4704	4.9852	1
96.4311	4.96713	1
96.4042	4.9352	1
96.4311	4.90662	1
96.4814	4.8852	1
96.4854	4.8352	1
96.4868	4.7852	1
96.5144	4.75889	1
96.5314	4.7352	1
96.55	4.6852	1
96.5144	4.65139	1
96.4996	4.6352	1
96.4902	4.5852	1
96.5144	4.56424	1
96.5525	4.5352	1
96.5144	4.52176	1
96.4411	4.4852	1
96.435	4.4352	1
96.4311	4.40488	1
96.4289	4.3852	1
96.4311	4.37835	1
96.4474	4.3852	1
96.5144	4.39107	1
96.522	4.3852	1
96.5144	4.37559	1
96.4534	4.3352	1
96.4645	4.2852	1
96.4558	4.2352	1
96.4458	4.1852	1
96.4407	4.1352	1
96.4311	4.11784	1
96.4141	4.0852	1
96.386	4.0352	1
96.3534	3.9852	1
96.3477	3.97703	1
96.3449	3.9852	1
96.2644	3.99951	1
96.2273	3.9852	1
96.2644	3.94828	1
96.3196	3.9352	1
96.2688	3.8852	1
96.2644	3.86522	1
96.2397	3.8352	1
96.1943	3.7852	1
