144.5	33.5	4.46573
145.5	33.5	6.72595
142.5	32.5	0.930997
143.5	32.5	2.59481
144.5	32.5	0.625356
145.5	32.5	4.09384
146.5	32.5	5.73899
147.5	32.5	4.03399
148.5	32.5	1.7071
149.5	32.5	1.04795
150.5	32.5	5.65807
151.5	32.5	6.69948
152.5	32.5	11.2986
153.5	32.5	7.32305
154.5	32.5	0.450268
155.5	32.5	1.49403
156.5	32.5	4.37728
157.5	32.5	3.36455
158.5	32.5	5.28277
159.5	32.5	2.44309
-77.5	31.5	0.663902
-76.5	31.5	1.76463
-63.5	31.5	2.14432
-62.5	31.5	2.10509
-61.5	31.5	3.41372
-60.5	31.5	2.3325
-59.5	31.5	1.19969
-51.5	31.5	0.797501
-43.5	31.5	2.38754
-42.5	31.5	2.32859
142.5	31.5	3.07879
143.5	31.5	5.07381
144.5	31.5	5.96008
145.5	31.5	1.59553
146.5	31.5	2.25409
147.5	31.5	5.12923
148.5	31.5	3.51238
149.5	31.5	2.99576
150.5	31.5	11.7774
151.5	31.5	14.7398
152.5	31.5	16.034
153.5	31.5	17.1797
154.5	31.5	5.18395
155.5	31.5	2.05067
156.5	31.5	8.45224
157.5	31.5	5.68884
158.5	31.5	8.98105
159.5	31.5	8.71142
160.5	31.5	7.34985
161.5	31.5	6.14478
162.5	31.5	3.73504
163.5	31.5	1.13015
-113.5	30.5	5.22686
-77.5	30.5	1.1623
-65.5	30.5	2.59954
-64.5	30.5	6.86626
-63.5	30.5	5.51891
-62.5	30.5	5.03184
-61.5	30.5	6.57529
-60.5	30.5	7.2084
-59.5	30.5	6.20604
-58.5	30.5	5.71789
-57.5	30.5	2.55137
-56.5	30.5	1.96976
-55.5	30.5	2.54368
-54.5	30.5	3.36974
-53.5	30.5	4.93392
-52.5	30.5	5.24676
-51.5	30.5	4.74825
-50.5	30.5	4.99798
-49.5	30.5	7.56899
-48.5	30.5	7.78
-47.5	30.5	6.94335
-46.5	30.5	8.21891
-45.5	30.5	8.50714
-44.5	30.5	9.77722
-43.5	30.5	10.9248
-42.5	30.5	5.31248
-41.5	30.5	4.22032
-40.5	30.5	1.81456
129.5	30.5	3.82885
132.5	30.5	4.22449
133.5	30.5	5.75722
134.5	30.5	11.1935
135.5	30.5	10.0397
136.5	30.5	7.73079
137.5	30.5	7.19907
138.5	30.5	4.7052
139.5	30.5	3.01931
140.5	30.5	4.84613
141.5	30.5	7.39391
142.5	30.5	11.3545
143.5	30.5	16.8407
144.5	30.5	24.4274
145.5	30.5	13.0317
146.5	30.5	3.43612
147.5	30.5	10.0231
148.5	30.5	16.2188
149.5	30.5	11.1178
150.5	30.5	13.0952
151.5	30.5	23.3306
152.5	30.5	22.0509
153.5	30.5	24.7262
154.5	30.5	25.874
155.5	30.5	15.0741
156.5	30.5	14.7407
157.5	30.5	11.3133
158.5	30.5	8.99574
159.5	30.5	12.1954
160.5	30.5	10.6127
161.5	30.5	6.55533
162.5	30.5	4.2871
163.5	30.5	1.08579
-78.5	29.5	2.77844
-77.5	29.5	4.36072
-76.5	29.5	1.58323
-67.5	29.5	1.82928
-66.5	29.5	4.17499
-65.5	29.5	3.46386
-64.5	29.5	7.30677
-63.5	29.5	10.4058
-62.5	29.5	10.8796
-61.5	29.5	10.193
-60.5	29.5	12.457
-59.5	29.5	14.6785
-58.5	29.5	15.5192
-57.5	29.5	11.8568
-56.5	29.5	9.54026
-55.5	29.5	11.7647
-54.5	29.5	10.9187
-53.5	29.5	12.3299
-52.5	29.5	15.1004
-51.5	29.5	11.7056
-50.5	29.5	13.7447
-49.5	29.5	20.605
-48.5	29.5	17.5575
-47.5	29.5	16.985
-46.5	29.5	19.7526
-45.5	29.5	11.1541
-44.5	29.5	15.4218
-43.5	29.5	19.176
