6838745	13
2436173	13
25555869	13
5093011	13
2371430	13
2635954	13
6707531	13
14327144	13
3719188	13
3297032	17
886885	13
15529674	17
1836109	16
11567298	13
6817885	13
1224044	13
9336728	13
1400620	15
12699937	13
1813035	13
38040826	13
174544	13
437294	13
19873095	13
2191689	13
2420315	13
2729069	13
1498525	13
3353348	13
696295	15
585466	17
3856892	13
18711450	16
10231563	13
14542449	13
2336675	13
21686960	16
2068547	13
11532648	13
1807989	13
15202751	13
2169348	13
39745439	13
218276	13
3120302	13
6519680	13
16035782	13
13698724	13
20383047	13
7243105	13
8750262	15
1384010	13
4061767	13
3824990	13
9131533	17
1572475	15
12739228	13
4965167	16
39647982	13
2176586	13
12004657	13
199458	13
11593409	16
837547	13
245412	13
95494	13
1802499	13
22477224	13
15813361	13
5115654	13
8553655	13
16253847	13
8129817	17
11078008	16
1964965	13
1130300	15
2967436	13
7852238	13
133668	16
5252300	13
18968969	13
9485719	13
16771155	13
34137786	13
18399523	13
9459417	13
3428559	13
999190	13
31198201	13
5839356	13
2641636	13
26581112	17
10703855	13
9700130	13
1185939	13
21823326	13
3607270	13
34665477	13
6677540	13
2771971	13
13334518	13
7331373	13
7430784	13
2798773	15
1997117	13
13234552	13
3384541	13
4556048	13
551942	13
3873124	17
7652045	13
11551722	13
243088	13
11946072	17
8871978	17
16692514	13
201690	13
5282414	13
1379636	13
4052041	13
2609390	13
8927489	13
8387328	13
15519956	13
1883762	13
243835	13
28029194	13
10936360	13
4137915	13
30216097	13
21078718	15
11570750	13
6737738	13
4885160	13
21768116	13
15845571	13
11617928	15
255020	13
2280348	13
1605741	13
533071	13
9208303	13
9741273	13
16928274	13
7116214	15
15353936	13
4866811	13
22414884	13
24145499	17
9313750	13
14247060	13
1732008	13
3979130	13
21453676	13
5675517	13
4225719	13
4168874	13
4675536	13
5868537	13
5621613	13
1146634	13
2895088	17
16576119	13
1085391	13
21148524	13
36859524	13
6032835	13
5960249	13
2805632	13
2935046	13
428032	16
24111053	16
8803161	13
1556026	17
2401441	13
22575814	17
16234544	13
11085428	13
1593247	13
5606760	13
20604699	13
8215849	13
13212683	13
4207980	13
306580	13
39376641	13
4865959	13
9243442	13
22136258	13
22438725	13
17139336	15
2445523	17
5030541	13
7474059	13
2150408	13
5721819	13
4649825	13
1506068	13
16012609	13
16244299	13
5845163	13
23321964	13
376897	13
3623628	13
2876800	16
258932	13
5269164	13
7952771	13
4331161	13
5547050	13
4240793	17
2981286	13
2130244	13
759536	17
24560234	13
4241660	13
4669428	13
5197341	16
24970534	13
11358024	13
8045683	13
3499216	13
8615540	17
1602908	13
2001140	13
1558580	13
3492556	13
882952	13
13307358	13
17971230	13
6724217	13
3441027	13
11423880	13
13340713	13
2284668	13
1729671	13
7084429	13
235846	17
1504059	13
215484	17
4137709	13
3582794	13
4445592	16
8921235	13
4910024	16
11850695	13
5979929	13
772171	13
3425001	13
19987741	13
13442806	13
5950623	13
5252433	13
1372552	13
19086020	13
11312371	13
2427561	13
1722889	13
2101363	13
10185693	13
20904077	13
2875493	13
2947970	13
414594	13
