2006.85147	  -3.44	  10.70
2007.00000	  -1.17	  10.40
2007.14511	  -5.51	   9.70
2007.38056	   9.50	  10.30
2007.38330	   3.00	  10.20
2007.38604	   2.10	  10.30
2007.38877	   1.00	  10.50
2007.39151	   0.80	  10.50
2007.39425	  -0.29	  10.30
2007.39699	   5.51	  10.50
2007.39973	  11.31	  10.30
2007.40246	   2.71	  10.20
2007.40520	  -0.09	  10.30
2007.40794	   0.51	  10.30
2007.41068	   5.71	  10.30
2007.41342	   2.11	  10.50
2007.41615	   5.12	  10.30
2007.41889	   1.92	  10.50
2007.42163	   0.92	  10.50
2007.42437	  16.52	  10.50
2007.42710	   5.02	  10.30
2007.42984	  -2.68	  10.30
2007.43258	  -0.78	   9.90
2007.43532	  -4.78	  10.50
2007.43806	  -3.37	  10.50
2007.44079	   0.83	  10.20
2007.44353	  -2.17	  10.60
2007.44627	   4.93	  10.50
2007.44901	  -0.27	  10.50
2007.45175	   0.33	  10.50
2007.45448	   5.93	  10.50
2007.45722	  -1.97	  10.50
2007.45996	  -1.86	  10.50
2007.46270	  -3.86	  10.30
2007.46543	  -1.26	  10.30
2007.46817	   1.54	  10.50
2007.47365	   1.04	  10.70
2007.47639	  -4.66	  10.70
2007.47912	   1.54	  10.30
2007.48186	  -1.65	  10.30
2007.48460	   2.25	  10.50
2007.48734	  -0.65	  10.30
2007.49008	   0.05	  10.30
2007.49281	  -1.25	  10.30
2007.49555	   4.15	  10.30
2007.49829	  -1.95	  10.30
2007.50103	  -3.15	  10.30
2007.50376	  -8.55	  10.50
2007.50650	  -6.44	  10.30
2007.50924	   2.06	  10.30
2007.51198	   0.56	  10.30
2007.51472	  -2.64	  10.30
2007.51745	 -10.24	  10.30
2007.52019	  -3.54	  10.30
2007.52293	   5.46	  10.50
2007.52567	   4.36	  10.30
2007.52841	  -4.63	  10.50
2007.53114	  -1.13	  10.50
2007.53388	  -6.33	  10.30
2007.53662	  -8.83	  10.30
2007.53936	   0.17	  10.50
2007.54209	  -0.13	  10.50
2007.54483	   3.07	  10.50
2007.54757	  -5.43	  10.30
2007.55031	  -6.32	  10.30
2007.55305	   1.08	  10.50
2007.55578	  -0.02	  10.50
2007.55852	  -0.62	  10.50
2007.56126	  -1.62	  10.50
2007.56400	  -4.12	  10.50
2007.56674	  -2.52	  10.60
2007.56947	   4.08	  10.50
2007.57221	  -6.11	  10.50
2007.57495	 -10.51	  10.50
2007.57769	  -3.61	  10.50
2007.58042	   6.99	  10.50
2007.58316	  -3.21	  10.50
2007.58590	 -15.91	  10.50
2007.58864	  -4.31	  10.50
2007.59138	  -4.71	  10.50
2007.59411	  -1.60	  10.30
2007.59685	   5.10	  10.30
2007.59959	  -4.20	  10.30
2007.60233	   1.40	  10.50
2007.60507	  -1.80	  10.30
2007.60780	  -5.30	  10.30
2007.61054	  -6.30	  10.50
2007.61328	  -0.90	  10.30
2007.61602	   0.81	  10.50
2007.61875	 -10.89	  10.50
2007.62149	  -3.19	  10.50
2007.62423	   1.61	  10.50
2007.62697	  -1.79	  10.90
2007.62971	  -6.19	  10.50
2007.63244	 -11.79	  10.50
2007.63518	  -7.39	  10.50
2007.63792	  -1.18	  10.50
2007.64066	   2.32	  10.50
2007.64339	  -2.28	  10.90
2007.64613	  -7.08	  11.00
2007.64887	  -9.08	  11.50
2007.65161	   8.52	  11.50
2007.65435	  -2.48	  11.70
2007.65708	 -10.68	  11.70
2007.65982	  -5.97	  11.50
2007.66256	  -9.97	  11.50
2007.66530	 -13.27	  11.70
2007.66804	  -2.57	  12.00
2007.67077	   2.23	  12.30
2007.67351	  -6.87	  11.80
2007.67625	  -2.97	  11.50
2007.67899	  -7.57	  11.80
2007.68172	  -3.36	  11.00
2007.68446	  -4.86	  11.60
2007.68720	   0.74	  11.60
2007.68994	  -6.96	  11.80
2007.69268	 -12.96	  11.50
2007.69541	  -8.06	  10.90
2007.69815	  -4.86	  11.80
2007.70089	  -4.36	  12.00
2007.70363	  -5.75	  12.00
2007.70637	  -7.95	  11.40
2007.70910	   0.05	  11.60
2007.71184	  -3.75	  10.70
2007.71458	   2.05	  10.30
2007.71732	  -7.65	  10.50
2007.72005	  -1.55	  10.50
2007.72279	 -14.85	  10.50
2007.72553	  -2.44	  10.50
2007.72827	  -3.94	  10.50
2007.73374	  -7.24	  10.50
2007.73648	  -6.64	  10.60
2007.73922	  -9.14	  10.60
2007.74196	  -5.74	  10.50
2007.74470	  -5.14	  10.50
2007.74743	  -2.73	  10.90
2007.75017	  -1.63	  11.00
2007.75291	  -4.13	  10.50
2007.75565	  -0.13	  10.50
2007.75838	   5.27	  10.50
2007.76112	   2.37	  10.70
2007.76386	  -2.63	  10.50
2007.76660	   2.17	  11.00
2007.76934	  -2.22	  10.70
2007.78029	  -0.82	  10.50
2007.78303	  -3.72	  10.50
2007.78576	  -1.42	  10.50
2007.78850	  -5.42	  10.50
2007.79124	   2.69	  10.50
2007.79398	  -4.01	  11.00
2007.79671	  -1.71	  10.50
2007.79945	   2.49	  10.70
2007.80219	   0.59	  10.50
2007.80493	  -2.81	  10.50
2007.80767	  -9.11	  11.20
2007.81040	  -2.21	  11.00
2007.81314	  -2.10	  10.70
2007.81588	   1.70	  10.90
2007.81862	  -1.60	  10.50
2007.82136	  -3.20	  10.50
2007.82409	  -1.80	  10.70
2007.82683	  -8.20	  10.50
2007.82957	  -6.40	  10.50
2007.83231	   0.20	  10.30
2007.83504	  -4.59	  10.30
2007.83778	  -7.59	  10.50
2007.84052	 -12.69	  10.20
2007.84326	  -3.39	  10.50
2007.84600	  -0.99	  10.50
2007.84873	  -3.09	  10.50
2007.85147	  -3.39	  10.50
2007.85421	  -8.39	  10.00
2007.85695	  -8.78	  10.00
2007.85969	  -0.98	  10.50
2007.86242	  -3.38	  10.20
2007.86516	  -5.58	  10.70
2007.86790	  -3.38	  10.50
2007.87064	  -5.88	  10.50
2007.87337	  -5.18	  10.50
2007.87611	   3.72	  10.30
2007.87885	  -3.17	  10.50
2007.88159	   4.83	  10.50
2007.88433	   0.23	  10.50
2007.88706	  -5.67	  10.50
2007.88980	  -2.67	  10.50
2007.89254	  -2.37	  11.00
2007.89528	   1.03	  10.50
2007.89802	  -7.37	  10.50
2007.90075	  -3.46	  10.50
