AK|1969|    74600.00
AL|1969|    20764.81
AR|1969|    21079.97
AZ|1969|    19624.86
CA|1969|    23929.51
CO|1969|    21867.69
CT|1969|    21936.59
DC|1969|    26926.78
DE|1969|    19428.15
FL|1969|    21362.88
GA|1969|    21601.41
HI|1969|    25085.69
IA|1969|    19965.25
ID|1969|    19637.50
IL|1969|    22602.83
IN|1969|    17962.85
KS|1969|    19569.43
KY|1969|    19094.93
LA|1969|    20468.18
MA|1969|    18986.13
MD|1969|    22871.58
ME|1969|    17389.74
MI|1969|    20922.42
MN|1969|    21293.45
MO|1969|    19059.43
MS|1969|    19268.03
MT|1969|    21177.11
NC|1969|    21205.81
ND|1969|    20321.83
NE|1969|    18269.92
NH|1969|    17650.12
NJ|1969|    22282.52
NM|1969|    21602.24
NV|1969|    25993.73
NY|1969|    20912.37
OH|1969|    20631.45
OK|1969|    21106.32
OR|1969|    18626.00
PA|1969|    18787.71
PR|1969|    19032.05
RI|1969|    17671.13
SC|1969|    21262.07
SD|1969|    20571.34
TN|1969|    19482.86
TX|1969|    19833.98
UT|1969|    19805.68
VA|1969|    22468.12
VI|1969|    27529.00
VT|1969|    30896.79
WA|1969|    20670.22
WI|1969|    20328.26
WV|1969|    21962.32
WY|1969|    24279.47
AK|1970|    31110.00
AL|1970|    22460.17
AR|1970|    23738.79
AZ|1970|    20323.01
CA|1970|    23962.85
CO|1970|    20999.25
CT|1970|    22646.41
DC|1970|    35352.70
DE|1970|    21006.63
FL|1970|    22501.44
GA|1970|    23712.17
GU|1970|    38120.02
HI|1970|    28582.13
IA|1970|    20939.80
ID|1970|    21063.21
IL|1970|    23094.53
IN|1970|    20342.11
KS|1970|    20894.81
KY|1970|    20662.85
LA|1970|    22669.77
MA|1970|    20549.43
MD|1970|    25049.77
ME|1970|    20569.73
MI|1970|    23455.62
MN|1970|    21813.81
MO|1970|    19615.85
MS|1970|    20946.33
MT|1970|    20125.41
NC|1970|    22377.32
ND|1970|    19351.81
NE|1970|    18818.18
NH|1970|    19917.19
NJ|1970|    23364.65
NM|1970|    22898.14
NV|1970|    22546.17
NY|1970|    22086.72
OH|1970|    21768.88
OK|1970|    20185.65
OR|1970|    19095.05
PA|1970|    19153.66
PR|1970|    22138.68
RI|1970|    18098.18
SC|1970|    22757.33
SD|1970|    19121.39
TN|1970|    20317.88
TX|1970|    20131.00
UT|1970|    21847.83
VA|1970|    24352.87
VI|1970|    27300.00
VT|1970|    26164.44
WA|1970|    22800.47
WI|1970|    23132.79
WV|1970|    19806.90
WY|1970|    26365.88
AK|1971|    36647.71
AL|1971|    22550.90
AR|1971|    20655.90
AZ|1971|    23266.40
CA|1971|    27177.86
CO|1971|    23342.31
CT|1971|    25444.49
DC|1971|    34432.97
DE|1971|    24047.19
FL|1971|    23761.50
GA|1971|    24376.18
GU|1971|    18060.00
HI|1971|    32403.62
IA|1971|    20043.94
ID|1971|    22606.49
IL|1971|    24550.04
IN|1971|    19127.46
KS|1971|    22537.59
KY|1971|    21421.75
LA|1971|    22889.04
MA|1971|    21174.94
MD|1971|    26990.65
ME|1971|    18905.65
MI|1971|    24248.56
MN|1971|    23400.19
MO|1971|    20430.08
MS|1971|    20370.70
MT|1971|    23300.41
NC|1971|    22210.94
ND|1971|    21386.84
NE|1971|    19307.16
NH|1971|    22195.40
NJ|1971|    25268.78
NM|1971|    23719.48
NV|1971|    24889.94
NY|1971|    24278.57
OH|1971|    21677.46
OK|1971|    22588.98
OR|1971|    18973.00
PA|1971|    20699.07
PR|1971|    25376.32
RI|1971|    21348.68
SC|1971|    22319.16
SD|1971|    19899.54
TN|1971|    20955.35
TX|1971|    21935.45
UT|1971|    21861.81
VA|1971|    27236.69
VI|1971|    32190.00
VT|1971|    28547.34
WA|1971|    24476.34
WI|1971|    22502.62
WV|1971|    20573.93
WY|1971|    23756.35
AK|1972|    38426.14
AL|1972|    24193.74
AR|1972|    22760.22
AZ|1972|    24776.65
CA|1972|    28956.93
CO|1972|    24936.39
CT|1972|    28682.90
DC|1972|    37655.27
DE|1972|    25886.07
FL|1972|    25056.31
GA|1972|    26672.27
HI|1972|    36098.94
IA|1972|    21231.17
ID|1972|    23343.59
IL|1972|    25819.48
IN|1972|    19889.01
KS|1972|    23065.74
KY|1972|    23036.78
LA|1972|    24894.06
MA|1972|    22854.23
MD|1972|    28642.64
ME|1972|    20075.04
MI|1972|    24181.60
MN|1972|    25101.39
MO|1972|    21705.88
MS|1972|    22498.83
MT|1972|    22569.54
NC|1972|    23094.96
ND|1972|    22622.33
NE|1972|    21474.38
NH|1972|    23113.11
NJ|1972|    26336.90
NM|1972|    25895.95
NV|1972|    26317.79
NY|1972|    24369.92
OH|1972|    22737.07
OK|1972|    24582.04
OR|1972|    20393.84
PA|1972|    21876.29
PR|1972|    26915.83
RI|1972|    22481.61
SC|1972|    23619.80
SD|1972|    21244.15
TN|1972|    22309.45
TX|1972|    24594.46
UT|1972|    23478.69
VA|1972|    28404.29
VI|1972|    48490.79
VT|1972|    24526.84
WA|1972|    24807.40
WI|1972|    23506.07
WV|1972|    22394.61
WY|1972|    23069.41
AK|1973|    40403.13
AL|1973|    26198.42
AR|1973|    23815.59
AZ|1973|    27103.72
CA|1973|    31397.11
CO|1973|    27511.22
CT|1973|    29091.97
DC|1973|    36438.66
DE|1973|    29440.97
FL|1973|    27709.03
GA|1973|    29395.88
HI|1973|    40421.32
IA|1973|    22464.10
ID|1973|    25330.41
IL|1973|    27433.66
IN|1973|    21824.56
KS|1973|    24298.79
KY|1973|    26378.23
LA|1973|    26822.77
MA|1973|    24815.34
MD|1973|    30684.71
ME|1973|    22567.50
MI|1973|    25853.67
MN|1973|    27056.57
MO|1973|    22938.80
MS|1973|    24607.78
MT|1973|    25356.18
NC|1973|    25959.12
ND|1973|    24367.56
NE|1973|    22511.22
NH|1973|    25226.23
NJ|1973|    29012.47
NM|1973|    27114.77
NV|1973|    31249.43
NY|1973|    26487.67
OH|1973|    24696.37
OK|1973|    26066.65
OR|1973|    22421.04
PA|1973|    23259.45
PR|1973|    30405.12
RI|1973|    23935.21
SC|1973|    27001.64
SD|1973|    20958.81
TN|1973|    24569.62
TX|1973|    27443.95
UT|1973|    26046.87
VA|1973|    31581.14
VI|1973|    46668.71
VT|1973|    28627.10
WA|1973|    26784.85
WI|1973|    25817.96
WV|1973|    23352.95
WY|1973|    25679.89
AK|1974|    40156.52
AL|1974|    29963.91
AR|1974|    25245.64
AZ|1974|    31042.17
CA|1974|    35006.92
CO|1974|    29276.16
CT|1974|    31381.38
DC|1974|    37869.38
DE|1974|    30918.92
FL|1974|    28420.16
GA|1974|    32126.61
HI|1974|    42500.72
IA|1974|    23816.38
ID|1974|    26998.66
IL|1974|    29145.76
IN|1974|    23802.68
KS|1974|    26489.06
KY|1974|    27192.85
LA|1974|    28219.13
MA|1974|    27361.84
MD|1974|    33058.40
ME|1974|    23291.24
MI|1974|    28139.48
MN|1974|    28317.18
MO|1974|    24750.28
MS|1974|    24368.29
MT|1974|    26299.56
NC|1974|    28186.98
ND|1974|    25508.38
NE|1974|    24702.76
NH|1974|    25939.40
NJ|1974|    30980.43
NM|1974|    28781.47
NV|1974|    34223.57
NY|1974|    29410.10
OH|1974|    26561.21
OK|1974|    27526.70
OR|1974|    25311.19
PA|1974|    25081.57
PR|1974|    31838.03
RI|1974|    25416.13
SC|1974|    30281.57
SD|1974|    23154.89
TN|1974|    27413.65
TX|1974|    29261.29
UT|1974|    28998.08
VA|1974|    34463.52
VI|1974|    26508.35
VT|1974|    28664.79
WA|1974|    27756.61
WI|1974|    27969.48
WV|1974|    25309.45
WY|1974|    29002.04
AK|1975|    50866.42
AL|1975|    31251.81
AR|1975|    29554.65
AZ|1975|    31538.35
CA|1975|    40057.93
CO|1975|    32111.99
CT|1975|    33825.22
DC|1975|    43498.89
DE|1975|    32732.04
FL|1975|    32264.67
GA|1975|    33626.50
GU|1975|    39000.00
HI|1975|    44209.42
IA|1975|    26155.39
ID|1975|    30033.73
IL|1975|    30531.33
IN|1975|    25435.56
KS|1975|    28243.59
KY|1975|    28512.39
LA|1975|    31209.32
MA|1975|    28056.84
MD|1975|    35937.84
ME|1975|    25448.20
MI|1975|    29574.88
MN|1975|    31021.57
MO|1975|    26875.27
MS|1975|    27278.59
MT|1975|    27297.40
NC|1975|    30268.57
ND|1975|    28348.00
NE|1975|    26631.97
NH|1975|    26905.77
NJ|1975|    32281.33
NM|1975|    31746.19
NV|1975|    38348.89
NY|1975|    29721.50
OH|1975|    27821.20
OK|1975|    30124.50
OR|1975|    27158.26
PA|1975|    26567.29
PR|1975|    35965.46
RI|1975|    25866.68
SC|1975|    31363.91
SD|1975|    25369.55
TN|1975|    29931.31
TX|1975|    31613.81
UT|1975|    31116.27
VA|1975|    38342.57
VI|1975|    28003.23
VT|1975|    28398.37
WA|1975|    29505.48
WI|1975|    29789.57
WV|1975|    24856.18
WY|1975|    30318.67
AK|1976|    56724.04
AL|1976|    32874.68
AR|1976|    27951.79
AZ|1976|    34290.05
CA|1976|    44194.79
CO|1976|    34071.26
CT|1976|    35572.75
DC|1976|    46652.50
DE|1976|    33544.82
