"date"	"origin"	"destination"	"owac"	"dwac"	"carrier"	"Group"	"type"	"Total"	"Schedule"	"Charter"
200001.00	"ABE"	"YYZ"	23	936	"US"	3	"Seats"	144	144	0
200001.00	"AEX"	"SJO"	72	110	"XG"	1	"Seats"	216	0	216
200001.00	"ALB"	"YOW"	22	936	"US"	3	"Seats"	126	126	0
200001.00	"ALB"	"YQB"	22	941	"RU"	2	"Seats"	50	50	0
200001.00	"ALN"	"NAS"	41	204	"1I"	1	"Seats"	172	0	172
200001.00	"ANC"	"GDX"	1	770	"H5"	0	"Seats"	606	606	0
200001.00	"ANC"	"HKG"	1	729	"CX"	0	"Seats"	7719	7719	0
200001.00	"ANC"	"NGO"	1	736	"NW"	3	"Seats"	418	418	0
200001.00	"ANC"	"NRT"	1	736	"AA"	3	"Seats"	235	235	0
200001.00	"ANC"	"NRT"	1	736	"NW"	3	"Seats"	742	742	0
200001.00	"ANC"	"NRT"	1	736	"UA"	3	"Seats"	372	372	0
200001.00	"ANC"	"SEL"	1	778	"KE"	0	"Seats"	22342	18502	3840
200001.00	"ANC"	"SEL"	1	778	"OZ"	0	"Seats"	10327	10327	0
200001.00	"ANC"	"TPE"	1	781	"CI"	0	"Seats"	7940	7940	0
200001.00	"ANC"	"YEG"	1	916	"NW"	3	"Seats"	190	190	0
200001.00	"ANC"	"YVR"	1	906	"UA"	3	"Seats"	126	126	0
200001.00	"ANC"	"YXY"	1	911	"NW"	3	"Seats"	190	190	0
200001.00	"ANC"	"YYZ"	1	936	"CX"	0	"Seats"	7719	7719	0
200001.00	"ANC"	"YYZ"	1	936	"KE"	0	"Seats"	10752	6912	3840
200001.00	"ATL"	"ACA"	34	148	"DL"	3	"Seats"	870	0	870
200001.00	"ATL"	"ACA"	34	148	"MMQ"	1	"Seats"	346	0	346
200001.00	"ATL"	"AMS"	34	461	"DL"	3	"Seats"	11270	11270	0
200001.00	"ATL"	"AMS"	34	461	"KL"	0	"Seats"	12656	12656	0
200001.00	"ATL"	"ARN"	34	484	"DL"	3	"Seats"	780	780	0
200001.00	"ATL"	"ATH"	34	433	"DL"	3	"Seats"	195	195	0
200001.00	"ATL"	"AUA"	34	277	"5X"	3	"Seats"	791	0	791
200001.00	"ATL"	"AUA"	34	277	"DL"	3	"Seats"	9240	9240	0
200001.00	"ATL"	"AUA"	34	277	"FCQ"	1	"Seats"	340	0	340
200001.00	"ATL"	"BCN"	34	482	"DL"	3	"Seats"	195	195	0
200001.00	"ATL"	"BDA"	34	207	"DL"	3	"Seats"	10277	10277	0
200001.00	"ATL"	"BON"	34	259	"LM"	0	"Seats"	1697	1697	0
200001.00	"ATL"	"BRU"	34	409	"DL"	3	"Seats"	11635	11635	0
200001.00	"ATL"	"BRU"	34	409	"SN"	0	"Seats"	16068	16068	0
200001.00	"ATL"	"CCS"	34	388	"DL"	3	"Seats"	8830	8830	0
200001.00	"ATL"	"CDG"	34	427	"AF"	0	"Seats"	13104	13104	0
200001.00	"ATL"	"CDG"	34	427	"DL"	3	"Seats"	16462	16462	0
200001.00	"ATL"	"CUN"	34	148	"AM"	0	"Seats"	9446	9446	0
200001.00	"ATL"	"CUN"	34	148	"DL"	3	"Seats"	366	366	0
200001.00	"ATL"	"CUN"	34	148	"LGQ"	0	"Seats"	6325	0	6325
200001.00	"ATL"	"CUN"	34	148	"TZ"	3	"Seats"	4152	0	4152
200001.00	"ATL"	"CUN"	34	148	"X9"	1	"Seats"	370	0	370
200001.00	"ATL"	"CUR"	34	259	"LM"	0	"Seats"	1419	1419	0
200001.00	"ATL"	"CZM"	34	148	"AM"	0	"Seats"	1744	1744	0
200001.00	"ATL"	"DUB"	34	441	"DL"	3	"Seats"	3300	3300	0
200001.00	"ATL"	"EZE"	34	303	"MJ"	0	"Seats"	5408	5408	0
200001.00	"ATL"	"FCO"	34	450	"DL"	3	"Seats"	15363	15363	0
200001.00	"ATL"	"FRA"	34	429	"DL"	3	"Seats"	22612	22612	0
200001.00	"ATL"	"FRA"	34	429	"LH"	0	"Seats"	14984	14984	0
200001.00	"ATL"	"GCM"	34	233	"DL"	3	"Seats"	10956	10956	0
200001.00	"ATL"	"GDL"	34	148	"DL"	3	"Seats"	8940	8940	0
200001.00	"ATL"	"GRU"	34	316	"DL"	3	"Seats"	16032	16032	0
200001.00	"ATL"	"GUA"	34	127	"DL"	3	"Seats"	8266	8266	0
200001.00	"ATL"	"HAM"	34	429	"DL"	3	"Seats"	4600	4600	0
200001.00	"ATL"	"IST"	34	679	"DL"	3	"Seats"	195	195	0
200001.00	"ATL"	"LGW"	34	493	"BA"	0	"Seats"	16104	16104	0
200001.00	"ATL"	"LGW"	34	493	"DL"	3	"Seats"	31380	31380	0
200001.00	"ATL"	"LIM"	34	368	"DL"	3	"Seats"	9666	9666	0
200001.00	"ATL"	"MAD"	34	482	"DL"	3	"Seats"	8150	8150	0
200001.00	"ATL"	"MAN"	34	493	"DL"	3	"Seats"	11065	11065	0
200001.00	"ATL"	"MBJ"	34	243	"JM"	0	"Seats"	25794	25794	0
200001.00	"ATL"	"MBJ"	34	243	"MMQ"	1	"Seats"	346	0	346
200001.00	"ATL"	"MEX"	34	148	"AM"	0	"Seats"	20326	20326	0
200001.00	"ATL"	"MEX"	34	148	"DL"	3	"Seats"	32335	32335	0
200001.00	"ATL"	"MTY"	34	148	"AM"	0	"Seats"	16928	16928	0
200001.00	"ATL"	"MUC"	34	429	"DL"	3	"Seats"	11530	11530	0
200001.00	"ATL"	"NAS"	34	204	"DL"	3	"Seats"	21758	21758	0
200001.00	"ATL"	"NAS"	34	204	"MMQ"	1	"Seats"	173	0	173
200001.00	"ATL"	"NCE"	34	427	"DL"	3	"Seats"	195	195	0
200001.00	"ATL"	"NRT"	34	736	"DL"	3	"Seats"	13805	13805	0
200001.00	"ATL"	"PLS"	34	281	"MMQ"	1	"Seats"	865	0	865
200001.00	"ATL"	"PTP"	34	235	"FCQ"	1	"Seats"	170	0	170
200001.00	"ATL"	"PTY"	34	162	"DL"	3	"Seats"	9240	9240	0
200001.00	"ATL"	"SAL"	34	118	"DL"	3	"Seats"	9412	9412	0
200001.00	"ATL"	"SID"	34	507	"SA"	0	"Seats"	343	343	0
200001.00	"ATL"	"SJO"	34	110	"DL"	3	"Seats"	10928	10928	0
200001.00	"ATL"	"SNN"	34	441	"DL"	3	"Seats"	3485	3485	0
200001.00	"ATL"	"SNN"	34	441	"SR"	0	"Seats"	248	248	0
200001.00	"ATL"	"STR"	34	429	"DL"	3	"Seats"	8740	8740	0
200001.00	"ATL"	"SVO"	34	475	"DL"	3	"Seats"	195	195	0
200001.00	"ATL"	"YUL"	34	941	"DL"	3	"Seats"	16756	16756	0
200001.00	"ATL"	"YYZ"	34	936	"AC"	0	"Seats"	25812	25812	0
200001.00	"ATL"	"YYZ"	34	936	"DL"	3	"Seats"	32376	32376	0
200001.00	"ATL"	"YYZ"	34	936	"PCQ"	1	"Seats"	46	0	46
200001.00	"ATL"	"YYZ"	34	936	"US"	3	"Seats"	126	126	0
200001.00	"ATL"	"ZLO"	34	148	"MMQ"	1	"Seats"	173	0	173
200001.00	"ATL"	"ZRH"	34	486	"DL"	3	"Seats"	8160	8160	0
200001.00	"ATL"	"ZRH"	34	486	"SR"	0	"Seats"	16786	16786	0
200001.00	"AUS"	"AUA"	74	277	"XG"	1	"Seats"	216	0	216
200001.00	"AUS"	"PVR"	74	148	"MMQ"	1	"Seats"	173	0	173
200001.00	"AVP"	"FPO"	23	204	"7Z"	0	"Seats"	350	350	0
200001.00	"AVP"	"YYZ"	23	936	"US"	3	"Seats"	108	108	0
200001.00	"BDL"	"AUA"	11	277	"1I"	1	"Seats"	168	0	168
200001.00	"BDL"	"AUA"	11	277	"LGQ"	0	"Seats"	1400	0	1400
200001.00	"BDL"	"AUA"	11	277	"XG"	1	"Seats"	432	0	432
200001.00	"BDL"	"FPO"	11	204	"7Z"	0	"Seats"	3150	3150	0
200001.00	"BDL"	"GIG"	11	316	"AA"	3	"Seats"	160	160	0
200001.00	"BDL"	"NAS"	11	204	"MMQ"	1	"Seats"	346	0	346
200001.00	"BDL"	"SDQ"	11	224	"LGQ"	0	"Seats"	175	0	175
200001.00	"BFI"	"YVR"	93	906	"PCQ"	1	"Seats"	88	0	88
200001.00	"BGR"	"BLL"	12	419	"TZQ"	0	"Seats"	932	0	932
200001.00	"BGR"	"CPH"	12	419	"TZQ"	0	"Seats"	1398	0	1398
200001.00	"BGR"	"CUN"	12	148	"AY"	0	"Seats"	1308	0	1308
200001.00	"BGR"	"CUN"	12	148	"TZ"	3	"Seats"	362	0	362
200001.00	"BGR"	"DUS"	12	429	"TZ"	3	"Seats"	362	0	362
200001.00	"BGR"	"HEL"	12	425	"AY"	0	"Seats"	6522	1734	4788
200001.00	"BGR"	"POP"	12	224	"AY"	0	"Seats"	3480	0	3480
200001.00	"BGR"	"PVR"	12	148	"TZQ"	0	"Seats"	2330	0	2330
200001.00	"BGR"	"STR"	12	429	"DL"	3	"Seats"	385	385	0
200001.00	"BHM"	"SJO"	51	110	"MMQ"	1	"Seats"	173	0	173
200001.00	"BHM"	"UVF"	51	276	"MMQ"	1	"Seats"	173	0	173
200001.00	"BIL"	"YVR"	84	906	"UA"	3	"Seats"	126	126	0
200001.00	"BNA"	"CUN"	54	148	"5X"	3	"Seats"	1695	0	1695
200001.00	"BNA"	"YYC"	54	916	"AC"	0	"Seats"	112	0	112
200001.00	"BNA"	"ZRH"	54	486	"AA"	3	"Seats"	202	202	0
200001.00	"BOI"	"CUN"	83	148	"LGQ"	0	"Seats"	167	0	167
200001.00	"BOI"	"YVR"	83	906	"HP"	3	"Seats"	124	124	0
200001.00	"BOS"	"AMS"	13	461	"NW"	3	"Seats"	16860	16860	0
200001.00	"BOS"	"ANU"	13	206	"LGQ"	0	"Seats"	1571	0	1571
200001.00	"BOS"	"ATH"	13	433	"OA"	0	"Seats"	2664	2664	0
200001.00	"BOS"	"AUA"	13	277	"1I"	1	"Seats"	172	0	172
200001.00	"BOS"	"AUA"	13	277	"LGQ"	0	"Seats"	3146	0	3146
200001.00	"BOS"	"AUA"	13	277	"X9"	1	"Seats"	30680	0	30680
200001.00	"BOS"	"AUA"	13	277	"XG"	1	"Seats"	648	0	648
200001.00	"BOS"	"BDA"	13	207	"DL"	3	"Seats"	10094	10094	0
200001.00	"BOS"	"BDA"	13	207	"X9"	1	"Seats"	380	0	380
200001.00	"BOS"	"BHX"	13	493	"TZQ"	0	"Seats"	327	0	327
200001.00	"BOS"	"BRU"	13	409	"SN"	0	"Seats"	16218	16218	0
200001.00	"BOS"	"CDG"	13	427	"AA"	3	"Seats"	11569	11569	0
200001.00	"BOS"	"CDG"	13	427	"AF"	0	"Seats"	12661	12661	0
200001.00	"BOS"	"CUN"	13	148	"LGQ"	0	"Seats"	2973	0	2973
200001.00	"BOS"	"CUN"	13	148	"X9"	1	"Seats"	16340	0	16340
200001.00	"BOS"	"CUN"	13	148	"XG"	1	"Seats"	4057	0	4057
200001.00	"BOS"	"DUB"	13	441	"EI"	0	"Seats"	9969	9969	0
200001.00	"BOS"	"FRA"	13	429	"LH"	0	"Seats"	23729	23729	0
200001.00	"BOS"	"FRA"	13	429	"UA"	3	"Seats"	292	292	0
200001.00	"BOS"	"KEF"	13	439	"FI"	0	"Seats"	11718	11718	0
200001.00	"BOS"	"LGW"	13	493	"DL"	3	"Seats"	277	277	0
200001.00	"BOS"	"LGW"	13	493	"VS"	0	"Seats"	27260	27260	0
200001.00	"BOS"	"LHR"	13	493	"AA"	3	"Seats"	22782	22782	0
200001.00	"BOS"	"LHR"	13	493	"BA"	0	"Seats"	54190	54190	0
200001.00	"BOS"	"LHR"	13	493	"UA"	3	"Seats"	12154	12154	0
200001.00	"BOS"	"LIS"	13	469	"TP"	0	"Seats"	1548	1548	0
200001.00	"BOS"	"MAN"	13	493	"CO"	3	"Seats"	283	283	0
200001.00	"BOS"	"MBJ"	13	243	"1I"	1	"Seats"	2564	0	2564
200001.00	"BOS"	"MBJ"	13	243	"PN"	1	"Seats"	149	0	149
200001.00	"BOS"	"MBJ"	13	243	"SM"	1	"Seats"	1020	1020	0
200001.00	"BOS"	"MBJ"	13	243	"SY"	2	"Seats"	1360	0	1360
200001.00	"BOS"	"MXP"	13	450	"AZ"	0	"Seats"	12736	12736	0
200001.00	"BOS"	"NAS"	13	204	"1I"	1	"Seats"	848	0	848
200001.00	"BOS"	"NAS"	13	204	"LGQ"	0	"Seats"	350	0	350
200001.00	"BOS"	"NAS"	13	204	"X9"	1	"Seats"	760	0	760
200001.00	"BOS"	"PDL"	13	469	"TP"	0	"Seats"	1548	1548	0
200001.00	"BOS"	"PDL"	13	469	"XG"	1	"Seats"	1296	0	1296
200001.00	"BOS"	"PLS"	13	281	"LGQ"	0	"Seats"	1225	0	1225
200001.00	"BOS"	"PLS"	13	281	"SY"	2	"Seats"	170	0	170
200001.00	"BOS"	"PLS"	13	281	"XG"	1	"Seats"	216	0	216
200001.00	"BOS"	"POP"	13	224	"SY"	2	"Seats"	1360	0	1360
200001.00	"BOS"	"PUJ"	13	224	"LGQ"	0	"Seats"	1573	0	1573
200001.00	"BOS"	"PVR"	13	148	"XG"	1	"Seats"	169	0	169
200001.00	"BOS"	"SDQ"	13	224	"LGQ"	0	"Seats"	1221	0	1221
200001.00	"BOS"	"SKB"	13	275	"LGQ"	0	"Seats"	1050	0	1050
200001.00	"BOS"	"SNN"	13	441	"EI"	0	"Seats"	9969	9969	0
200001.00	"BOS"	"SXM"	13	259	"SY"	2	"Seats"	170	0	170
200001.00	"BOS"	"SXM"	13	259	"XG"	1	"Seats"	1512	0	1512
200001.00	"BOS"	"TER"	13	469	"TP"	0	"Seats"	1932	1932	0
200001.00	"BOS"	"TLV"	13	636	"TW"	3	"Seats"	230	230	0
200001.00	"BOS"	"UVF"	13	276	"SY"	2	"Seats"	340	0	340
200001.00	"BOS"	"UVF"	13	276	"XG"	1	"Seats"	1728	0	1728
200001.00	"BOS"	"YMX"	13	941	"BA"	0	"Seats"	264	264	0
200001.00	"BOS"	"YQX"	13	961	"NW"	3	"Seats"	281	281	0
200001.00	"BOS"	"YUL"	13	941	"AA"	3	"Seats"	190	190	0
200001.00	"BOS"	"YUL"	13	941	"SR"	0	"Seats"	224	224	0
200001.00	"BOS"	"YVR"	13	906	"CP"	0	"Seats"	7920	7920	0
200001.00	"BOS"	"YYZ"	13	936	"AC"	0	"Seats"	41205	41205	0
200001.00	"BOS"	"YYZ"	13	936	"BA"	0	"Seats"	374	374	0
200001.00	"BOS"	"YYZ"	13	936	"CP"	0	"Seats"	800	800	0
200001.00	"BOS"	"YYZ"	13	936	"LH"	0	"Seats"	389	389	0
200001.00	"BOS"	"ZRH"	13	486	"SR"	0	"Seats"	13676	13676	0
200001.00	"BRO"	"CUN"	74	148	"MG"	1	"Seats"	170	0	170
200001.00	"BTV"	"NAS"	16	204	"LGQ"	0	"Seats"	350	0	350
200001.00	"BUF"	"CUN"	22	148	"LGQ"	0	"Seats"	1184	0	1184
200001.00	"BUF"	"YUL"	22	941	"AC"	0	"Seats"	244	0	244
200001.00	"BWI"	"AUA"	35	277	"FQ"	0	"Seats"	5196	5196	0
200001.00	"BWI"	"AUA"	35	277	"RYQ"	2	"Seats"	1700	0	1700
200001.00	"BWI"	"BDA"	35	207	"US"	3	"Seats"	7776	7776	0
200001.00	"BWI"	"CDG"	35	427	"US"	3	"Seats"	200	200	0
200001.00	"BWI"	"CUN"	35	148	"LGQ"	0	"Seats"	351	0	351
200001.00	"BWI"	"CUN"	35	148	"RYQ"	2	"Seats"	6970	0	6970
200001.00	"BWI"	"FPO"	35	204	"7Z"	0	"Seats"	2625	2625	0
200001.00	"BWI"	"KEF"	35	439	"FI"	0	"Seats"	10962	10962	0
200001.00	"BWI"	"LGW"	35	493	"BA"	0	"Seats"	10418	10418	0
200001.00	"BWI"	"LHR"	35	493	"AA"	3	"Seats"	187	187	0
200001.00	"BWI"	"LHR"	35	493	"UA"	3	"Seats"	292	292	0
200001.00	"BWI"	"MBJ"	35	243	"JM"	0	"Seats"	9454	9454	0
200001.00	"BWI"	"NAS"	35	204	"LGQ"	0	"Seats"	2798	0	2798
200001.00	"BWI"	"POP"	35	224	"RYQ"	2	"Seats"	170	0	170
200001.00	"BWI"	"PUJ"	35	224	"LGQ"	0	"Seats"	350	0	350
200001.00	"BWI"	"PUJ"	35	224	"RYQ"	2	"Seats"	2720	0	2720
200001.00	"BWI"	"PVR"	35	148	"RYQ"	2	"Seats"	510	0	510
200001.00	"BWI"	"TFS"	35	482	"TZ"	3	"Seats"	739	0	739
200001.00	"BWI"	"YYZ"	35	936	"PCQ"	1	"Seats"	46	0	46
200001.00	"CHS"	"PUJ"	37	224	"MMQ"	1	"Seats"	173	0	173
200001.00	"CID"	"CUN"	61	148	"TZ"	3	"Seats"	173	0	173
200001.00	"CLE"	"AUA"	44	277	"RYQ"	2	"Seats"	1530	0	1530
200001.00	"CLE"	"CDG"	44	427	"CO"	3	"Seats"	242	242	0
200001.00	"CLE"	"CUN"	44	148	"CO"	3	"Seats"	992	992	0
200001.00	"CLE"	"CUN"	44	148	"LGQ"	0	"Seats"	835	0	835
200001.00	"CLE"	"CUN"	44	148	"RYQ"	2	"Seats"	4420	0	4420
200001.00	"CLE"	"CUN"	44	148	"TZ"	3	"Seats"	3114	0	3114
200001.00	"CLE"	"FPO"	44	204	"7Z"	0	"Seats"	2450	2450	0
200001.00	"CLE"	"GCM"	44	233	"SM"	1	"Seats"	170	0	170
200001.00	"CLE"	"LGW"	44	493	"CO"	3	"Seats"	10352	10352	0
200001.00	"CLE"	"NAS"	44	204	"RYQ"	2	"Seats"	1870	0	1870
200001.00	"CLE"	"POP"	44	224	"RYQ"	2	"Seats"	170	0	170
200001.00	"CLE"	"PUJ"	44	224	"RYQ"	2	"Seats"	1530	0	1530
200001.00	"CLE"	"PVR"	44	148	"RYQ"	2	"Seats"	680	0	680
200001.00	"CLE"	"YUL"	44	941	"CO"	3	"Seats"	172	172	0
200001.00	"CLE"	"YUL"	44	941	"RU"	2	"Seats"	5500	5500	0
200001.00	"CLE"	"YYZ"	44	936	"CO"	3	"Seats"	172	172	0
200001.00	"CLE"	"YYZ"	44	936	"RU"	2	"Seats"	7107	7107	0
200001.00	"CLT"	"CDG"	36	427	"US"	3	"Seats"	200	200	0
200001.00	"CLT"	"CUN"	36	148	"FCQ"	1	"Seats"	4420	0	4420
200001.00	"CLT"	"CUN"	36	148	"US"	3	"Seats"	8748	8748	0
200001.00	"CLT"	"GCM"	36	233	"US"	3	"Seats"	8928	8928	0
200001.00	"CLT"	"LGW"	36	493	"BA"	0	"Seats"	11036	11036	0
200001.00	"CLT"	"LGW"	36	493	"US"	3	"Seats"	12000	12000	0
200001.00	"CLT"	"LHR"	36	493	"BA"	0	"Seats"	264	264	0
200001.00	"CLT"	"MAD"	36	482	"US"	3	"Seats"	400	400	0
200001.00	"CLT"	"MBJ"	36	243	"US"	3	"Seats"	8892	8892	0
200001.00	"CLT"	"MUC"	36	429	"US"	3	"Seats"	200	200	0
200001.00	"CLT"	"NAS"	36	204	"LOQ"	1	"Seats"	124	0	124
200001.00	"CLT"	"NAS"	36	204	"US"	3	"Seats"	8856	8856	0
200001.00	"CLT"	"SXM"	36	259	"US"	3	"Seats"	1636	1636	0
200001.00	"CLT"	"YOW"	36	936	"US"	3	"Seats"	252	252	0
200001.00	"CLT"	"YYZ"	36	936	"AC"	0	"Seats"	3790	3790	0
200001.00	"CLT"	"YYZ"	36	936	"US"	3	"Seats"	144	144	0
200001.00	"CMH"	"CUN"	44	148	"5X"	3	"Seats"	226	0	226
200001.00	"CMH"	"CUN"	44	148	"LGQ"	0	"Seats"	1046	0	1046
200001.00	"CMH"	"CUN"	44	148	"X9"	1	"Seats"	380	0	380
200001.00	"CMH"	"NAS"	44	204	"RYQ"	2	"Seats"	170	0	170
200001.00	"CPR"	"YYZ"	88	936	"AC"	0	"Seats"	132	132	0
200001.00	"CVG"	"AMS"	44	461	"DL"	3	"Seats"	390	390	0
200001.00	"CVG"	"ATH"	44	433	"DL"	3	"Seats"	390	390	0
200001.00	"CVG"	"AUA"	44	277	"LGQ"	0	"Seats"	1581	0	1581
200001.00	"CVG"	"BCN"	44	482	"DL"	3	"Seats"	195	195	0
200001.00	"CVG"	"BRU"	44	409	"DL"	3	"Seats"	390	390	0
200001.00	"CVG"	"BRU"	44	409	"SN"	0	"Seats"	15382	15382	0
200001.00	"CVG"	"CDG"	44	427	"DL"	3	"Seats"	11680	11680	0
200001.00	"CVG"	"CUN"	44	148	"5X"	3	"Seats"	2034	0	2034
200001.00	"CVG"	"CUN"	44	148	"LGQ"	0	"Seats"	3159	0	3159
200001.00	"CVG"	"DUB"	44	441	"DL"	3	"Seats"	195	195	0
200001.00	"CVG"	"FCO"	44	450	"DL"	3	"Seats"	531	531	0
200001.00	"CVG"	"FPO"	44	204	"7Z"	0	"Seats"	3150	3150	0
200001.00	"CVG"	"FRA"	44	429	"DL"	3	"Seats"	11925	11925	0
200001.00	"CVG"	"GCM"	44	233	"MMQ"	1	"Seats"	173	0	173
200001.00	"CVG"	"GCM"	44	233	"SM"	1	"Seats"	1700	0	1700
200001.00	"CVG"	"LGW"	44	493	"DL"	3	"Seats"	16796	16796	0
200001.00	"CVG"	"MAD"	44	482	"DL"	3	"Seats"	385	385	0
200001.00	"CVG"	"MAN"	44	493	"DL"	3	"Seats"	385	385	0
200001.00	"CVG"	"MBJ"	44	243	"SM"	1	"Seats"	1700	1700	0
200001.00	"CVG"	"MUC"	44	429	"DL"	3	"Seats"	190	190	0
200001.00	"CVG"	"MXP"	44	450	"DL"	3	"Seats"	385	385	0
200001.00	"CVG"	"NAS"	44	204	"LGQ"	0	"Seats"	2112	0	2112
200001.00	"CVG"	"NAS"	44	204	"RYQ"	2	"Seats"	1020	0	1020
200001.00	"CVG"	"PUJ"	44	224	"LGQ"	0	"Seats"	528	0	528
200001.00	"CVG"	"PUJ"	44	224	"MMQ"	1	"Seats"	173	0	173
200001.00	"CVG"	"PUJ"	44	224	"RYQ"	2	"Seats"	1360	0	1360
200001.00	"CVG"	"SDQ"	44	224	"LGQ"	0	"Seats"	176	0	176
200001.00	"CVG"	"STR"	44	429	"DL"	3	"Seats"	390	390	0
200001.00	"CVG"	"SVO"	44	475	"DL"	3	"Seats"	195	195	0
200001.00	"CVG"	"YUL"	44	941	"DL"	3	"Seats"	16756	16756	0
200001.00	"CVG"	"ZRH"	44	486	"DL"	3	"Seats"	8560	8560	0
200001.00	"DCA"	"YUL"	32	941	"AC"	0	"Seats"	112	0	112
200001.00	"DEN"	"ACA"	82	148	"MMQ"	1	"Seats"	173	0	173
200001.00	"DEN"	"CUN"	82	148	"LGQ"	0	"Seats"	3134	0	3134
200001.00	"DEN"	"CUN"	82	148	"MG"	1	"Seats"	3400	0	3400
200001.00	"DEN"	"CUN"	82	148	"RYQ"	2	"Seats"	5370	0	5370
200001.00	"DEN"	"CZM"	82	148	"LGQ"	0	"Seats"	3146	0	3146
200001.00	"DEN"	"CZM"	82	148	"RYQ"	2	"Seats"	1790	0	1790
200001.00	"DEN"	"LGW"	82	493	"BA"	0	"Seats"	24204	24204	0
200001.00	"DEN"	"LTO"	82	148	"LGQ"	0	"Seats"	350	0	350
200001.00	"DEN"	"MZT"	82	148	"LGQ"	0	"Seats"	1573	0	1573
200001.00	"DEN"	"MZT"	82	148	"MX"	0	"Seats"	2700	2700	0
200001.00	"DEN"	"PVR"	82	148	"LGQ"	0	"Seats"	3152	0	3152
200001.00	"DEN"	"PVR"	82	148	"MG"	1	"Seats"	2210	0	2210
200001.00	"DEN"	"PVR"	82	148	"MX"	0	"Seats"	3900	3900	0
200001.00	"DEN"	"PVR"	82	148	"RYQ"	2	"Seats"	4460	0	4460
200001.00	"DEN"	"SJD"	82	148	"LGQ"	0	"Seats"	2796	0	2796
200001.00	"DEN"	"SJD"	82	148	"MX"	0	"Seats"	2700	2700	0
200001.00	"DEN"	"SJD"	82	148	"RYQ"	2	"Seats"	3222	0	3222
200001.00	"DEN"	"YEG"	82	916	"AC"	0	"Seats"	224	0	224
200001.00	"DEN"	"YEG"	82	916	"ZX"	0	"Seats"	8360	8360	0
200001.00	"DEN"	"YHU"	82	941	"AC"	0	"Seats"	112	0	112
200001.00	"DEN"	"YVR"	82	906	"CO"	3	"Seats"	128	128	0
200001.00	"DEN"	"YVR"	82	906	"UA"	3	"Seats"	7704	7704	0
200001.00	"DEN"	"YWG"	82	926	"ZX"	0	"Seats"	4408	4408	0
200001.00	"DEN"	"YYC"	82	916	"AC"	0	"Seats"	112	0	112
200001.00	"DEN"	"YYC"	82	916	"UA"	3	"Seats"	15336	15336	0
200001.00	"DEN"	"YYZ"	82	936	"AC"	0	"Seats"	26510	26510	0
200001.00	"DEN"	"ZCL"	82	148	"MX"	0	"Seats"	1200	1200	0
200001.00	"DEN"	"ZIH"	82	148	"RYQ"	2	"Seats"	1064	0	1064
200001.00	"DEN"	"ZLO"	82	148	"LGQ"	0	"Seats"	1225	0	1225
200001.00	"DFW"	"ACA"	74	148	"AA"	3	"Seats"	18596	16928	1668
200001.00	"DFW"	"ACA"	74	148	"DL"	3	"Seats"	504	0	504
200001.00	"DFW"	"ACA"	74	148	"MMQ"	1	"Seats"	173	0	173
200001.00	"DFW"	"ANU"	74	206	"MG"	1	"Seats"	170	0	170
200001.00	"DFW"	"AUA"	74	277	"X9"	1	"Seats"	380	0	380
200001.00	"DFW"	"BJX"	74	148	"AA"	3	"Seats"	12149	12149	0
200001.00	"DFW"	"BZE"	74	106	"AA"	3	"Seats"	8400	8400	0
200001.00	"DFW"	"CCS"	74	388	"AA"	3	"Seats"	2062	2062	0
200001.00	"DFW"	"CDG"	74	427	"AA"	3	"Seats"	12513	12513	0
200001.00	"DFW"	"CUN"	74	148	"AA"	3	"Seats"	31988	31988	0
200001.00	"DFW"	"CUN"	74	148	"AM"	0	"Seats"	2414	2414	0
200001.00	"DFW"	"CUN"	74	148	"MG"	1	"Seats"	8670	0	8670
200001.00	"DFW"	"CUN"	74	148	"SY"	2	"Seats"	3060	0	3060
200001.00	"DFW"	"CUN"	74	148	"X9"	1	"Seats"	380	0	380
200001.00	"DFW"	"CZM"	74	148	"MG"	1	"Seats"	3230	0	3230
200001.00	"DFW"	"CZM"	74	148	"SY"	2	"Seats"	340	0	340
200001.00	"DFW"	"FRA"	74	429	"AA"	3	"Seats"	13647	13647	0
200001.00	"DFW"	"FRA"	74	429	"LH"	0	"Seats"	13314	13314	0
200001.00	"DFW"	"GCM"	74	233	"MG"	1	"Seats"	170	0	170
200001.00	"DFW"	"GDL"	74	148	"AA"	3	"Seats"	23317	23317	0
200001.00	"DFW"	"GDL"	74	148	"LGQ"	0	"Seats"	172	0	172
200001.00	"DFW"	"GRU"	74	316	"AA"	3	"Seats"	12188	12188	0
200001.00	"DFW"	"GUA"	74	127	"GU"	0	"Seats"	6882	6882	0
200001.00	"DFW"	"HUX"	74	148	"AA"	3	"Seats"	1888	0	1888
200001.00	"DFW"	"KIX"	74	736	"AA"	3	"Seats"	14335	14335	0
200001.00	"DFW"	"LGW"	74	493	"AA"	3	"Seats"	27719	27719	0
200001.00	"DFW"	"LGW"	74	493	"BA"	0	"Seats"	15048	15048	0
200001.00	"DFW"	"LIM"	74	368	"AA"	3	"Seats"	10044	10044	0
200001.00	"DFW"	"MBJ"	74	243	"MG"	1	"Seats"	2890	0	2890
200001.00	"DFW"	"MEX"	74	148	"AA"	3	"Seats"	50917	50917	0
200001.00	"DFW"	"MEX"	74	148	"AM"	0	"Seats"	22564	22564	0
200001.00	"DFW"	"MTY"	74	148	"AA"	3	"Seats"	29294	29294	0
