-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :     NCEP_CME
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
7295        49718.000    1995     1     1     0
7295        52274.750    2001    12    31    18
7295       961318.924 -5674090.994  2740489.611
7295           25.613      -80.384      -22.725
7295     NORTH_Offset  EAST_Offset    UP_Offset
49718.00     0.347074    -0.053340    -1.145178
49718.25     0.292876    -0.108935    -1.079329
49718.50     0.189721    -0.123316    -0.865891
49718.75     0.226602    -0.220555    -1.226861
49719.00     0.186184    -0.210211    -0.901665
49719.25     0.114224    -0.259488    -0.879956
49719.50     0.140588    -0.271641    -0.720478
49719.75     0.226515    -0.301303    -1.074547
49720.00     0.229731    -0.240108    -0.871546
49720.25     0.228597    -0.239808    -0.978804
49720.50     0.229866    -0.250976    -0.910739
49720.75     0.256073    -0.278709    -1.313402
49721.00     0.262773    -0.251824    -1.170136
49721.25     0.223907    -0.284220    -1.293253
49721.50     0.155647    -0.270767    -1.253773
49721.75     0.113016    -0.292857    -1.713143
49722.00     0.035377    -0.255222    -1.564546
49722.25    -0.095153    -0.223719    -1.582487
49722.50    -0.176582    -0.143397    -1.305524
49722.75    -0.231597    -0.087966    -1.396564
49723.00    -0.334108     0.020207    -0.823009
49723.25    -0.458400     0.077361    -0.541912
49723.50    -0.540492     0.112266    -0.098792
49723.75    -0.588505     0.109137    -0.135121
49724.00    -0.614230     0.113185     0.230164
49724.25    -0.649889     0.016368     0.154473
49724.50    -0.602362    -0.040527     0.163877
49724.75    -0.469829    -0.127661    -0.385819
49725.00    -0.320269    -0.101498    -0.338562
49725.25    -0.196970    -0.143989    -0.625240
49725.50    -0.099088    -0.136415    -0.548785
49725.75     0.022700    -0.193513    -1.041280
49726.00     0.055731    -0.161273    -0.783502
49726.25     0.089921    -0.191612    -0.819071
49726.50     0.112450    -0.170229    -0.673278
49726.75     0.208722    -0.181000    -1.107836
49727.00     0.246263    -0.099068    -0.855333
49727.25     0.232400    -0.059848    -1.046279
49727.50     0.218695    -0.001432    -0.928943
49727.75     0.233583     0.025032    -1.254837
49728.00     0.199908     0.112658    -0.913402
49728.25     0.151056     0.129576    -0.909767
49728.50     0.088759     0.172518    -0.634538
49728.75     0.084222     0.190072    -0.898772
49729.00     0.054594     0.226874    -0.356316
49729.25     0.041544     0.185118    -0.355430
49729.50    -0.015811     0.193352     0.019492
49729.75     0.027870     0.151794    -0.149511
49730.00     0.023185     0.168057     0.304916
49730.25     0.076226     0.132327     0.368831
49730.50     0.027217     0.137518     0.612478
49730.75     0.113845     0.121270     0.270246
49731.00     0.166284     0.153776     0.692057
49731.25     0.128482     0.146405     0.660182
49731.50     0.038383     0.163120     0.996473
49731.75     0.080521     0.140665     0.684129
49732.00     0.028450     0.173607     0.936045
49732.25    -0.037700     0.129856     0.807877
49732.50    -0.142591     0.131507     0.952080
