Export Name|PCHA/FireFamily Plus
Version|2.0
Creation Date|01/29/2008 10:38
Selection Criteria|NPS - Pacific West Region - LAVA BEDS NATIONAL MONUMENT (CABNP)|Fire Cause Natural, Human and not specified|All fire reports (complete and incomplete)|01/01/1972 through 12/31/2007|All fire types and protection types
Record Count|769
FireId|Organization|Unit|UnitIdentifier|FireName|FireNumber|FireCode|FireType|ProtectionType|StartTime|InitAttTime|ControlTime|ControlAcres|GeneralCause|Datum|Latitude|Longitude|Slope|Elevation|Aspect|MsgcModel|Owner|CompletionCode
205375|NPS|PWRO|CABNP|xx NONE xx|2001||1|1|03/15/1972 00:00|03/15/1972 00:00|03/15/1972 00:00|0.1|4|NAD83|41.81478|-121.54390|||||03|Incomplete
205376|NPS|PWRO|CABNP|WHITNEY I|2002||1|1|08/08/1972 00:00|08/08/1972 00:00|08/08/1972 00:00|1.0|1|NAD83|41.73858|-121.59511||0|0||03|Incomplete
205377|NPS|PWRO|CABNP|WHITNEY II|2003||1|1|08/08/1972 00:00|08/08/1972 00:00|08/08/1972 00:00|95.0|9|NAD83|41.73858|-121.59511||0|0||03|Incomplete
205378|NPS|PWRO|CABNP|BERTHAS|2004||1|1|08/08/1972 00:00|08/08/1972 00:00|08/08/1972 00:00|1.0|1|NAD83|41.70037|-121.52404||0|0||03|Incomplete
205379|NPS|PWRO|CABNP|BOUNDAY|2005||1|1|08/08/1972 00:00|08/08/1972 00:00|08/08/1972 00:00|0.1|1|NAD83|41.69381|-121.51001||0|0||03|Incomplete
205380|NPS|PWRO|CABNP|JUNIPER|2006||1|1|08/29/1972 00:00|08/29/1972 00:00|08/29/1972 00:00|0.1|1|NAD83|41.69518|-121.55651||0|0||03|Incomplete
205381|NPS|PWRO|CABNP|CRAIG|2007||1|1|08/29/1972 00:00|08/29/1972 00:00|08/29/1972 00:00|0.1|1|NAD83|41.81949|-121.45866||0|0||03|Incomplete
205382|NPS|PWRO|CABNP|FLEENER|2008||1|1|09/02/1972 00:00|09/02/1972 00:00|09/02/1972 00:00|0.1|1|NAD83|41.75298|-121.57580||0|0||03|Incomplete
205385|NPS|PWRO|CABNP|LAVA|3902||1|1|07/11/1973 17:45|07/11/1973 18:05|07/13/1973 08:00|520.0|1|NAD83|41.70958|-121.49871||0|0||03|Complete
205383|NPS|PWRO|CABNP|BIGHORN|3001||1|1|07/11/1973 18:14|07/11/1973 18:37|07/13/1973 08:00|61.0|1|NAD83|41.81038|-121.46245|||||03|Incomplete
205384|NPS|PWRO|CABNP|BIGHORN|3901||1|1|07/11/1973 18:14|07/11/1973 18:37|07/13/1973 08:00|365.0|1|NAD83|41.81478|-121.56320||0|0||03|Complete
205386|NPS|PWRO|CABNP|DRENCH|4001||1|1|08/29/1974 18:10|08/29/1974 19:00|08/29/1974 23:30|10.0|1|NAD83|41.78567|-121.56320|||||03|Incomplete
205390|NPS|PWRO|CABNP|ROLLERFIRE|5004||1|1|07/25/1975 16:00|07/25/1975 16:18|07/25/1975 17:15|1.0|6|NAD83|41.72408|-121.53720||0|0||03|Complete
205389|NPS|PWRO|CABNP|PENINSULA|5003||1|1|08/05/1975 16:18|08/05/1975 16:48|08/05/1975 19:30|60.0|7|NAD83|41.84469|-121.39065||0|0||03|Incomplete
205388|NPS|PWRO|CABNP|SNAKE PIT|5002||1|1|09/13/1975 15:30|09/13/1975 16:00|09/13/1975 16:15|1.0|1|NAD83|41.69678|-121.47800||0|0||03|Complete
205387|NPS|PWRO|CABNP|MODOC CRAT|5001||1|1|09/14/1975 09:45|09/14/1975 10:15|09/14/1975 11:00|1.0|1|NAD83|41.70958|-121.55651||0|0||03|Complete
205394|NPS|PWRO|CABNP|POWERLINE|7006||1|1|08/02/1977 14:00|08/02/1977 14:20|08/02/1977 16:10|8.0|1|NAD83|41.79988|-121.53444||0|0||03|Incomplete
205391|NPS|PWRO|CABNP|JOHN FIR|7002||1|1|08/03/1977 03:00|08/03/1977 03:15|08/03/1977 04:00|1.0|1|NAD83|41.73858|-121.53721||0|0||03|Complete
205393|NPS|PWRO|CABNP|SNAG FIRII|7005||1|1|08/03/1977 17:55|08/03/1977 18:25|08/03/1977 18:55|1.0|1|NAD83|41.73321|-121.51777||0|0||03|Complete
205392|NPS|PWRO|CABNP|VANISH EVI|7004||1|1|08/03/1977 18:00|08/03/1977 18:40|08/03/1977 18:55|1.0|1|NAD83|41.73321|-121.51777||0|0||03|Complete
205395|NPS|PWRO|CABNP|TENT FIRE|7007||1|1|11/04/1977 14:20|11/04/1977 14:30|11/04/1977 14:45|0.1|2|NAD83|41.70958|-121.49871||0|0||03|Complete
205399|NPS|PWRO|CABNP|LOS CRU|8004||1|1|06/27/1978 19:45|06/28/1978 00:30|06/28/1978 01:30|0.1|1|NAD83|41.70958|-121.46010||0|0||03|Complete
205398|NPS|PWRO|CABNP|SCHONCHIN|8003||4|9|07/25/1978 21:06|07/27/1978 16:30|07/28/1978 20:00|30.0|1|NAD83|41.75298|-121.51790||0|0||03|Incomplete
205397|NPS|PWRO|CABNP|HOMESTEAD|8002||1|1|08/06/1978 15:05|08/06/1978 15:20|08/06/1978 17:45|6.0|1|NAD83|41.78567|-121.56320||0|0||03|Complete
205396|NPS|PWRO|CABNP|FERN CAVE|8001||1|1|08/06/1978 15:46|08/06/1978 16:00|08/06/1978 00:00|2.0|1|NAD83|41.79988|-121.46777|||||03|Incomplete
205401|NPS|PWRO|CABNP|SHEA|9001||1|1|07/10/1979 17:09|07/10/1979 17:58|07/10/1979 18:40|2.0|1|NAD83|41.72328|-121.45423|||||03|Incomplete
205407|NPS|PWRO|CABNP|SHEA|9007||1|1|07/10/1979 17:09|07/10/1979 17:58|07/10/1979 18:40|0.1|9|NAD83|41.72974|-121.45975|||||05|Incomplete
205406|NPS|PWRO|CABNP|HACKAMORE|9006||1|1|07/19/1979 15:45|07/19/1979 16:52|07/19/1979 18:15|0.1|9|NAD83|41.70979|-121.46131|||||05|Incomplete
205404|NPS|PWRO|CABNP|SNAG|9004||1|1|07/19/1979 18:54|07/19/1979 19:58|07/19/1979 21:20|0.1|1|NAD83|41.81822|-121.48461||0|0||05|Incomplete
205405|NPS|PWRO|CABNP|POINT|9005||1|1|07/19/1979 18:54|07/19/1979 20:17|07/20/1979 08:00|0.1|1|NAD83|41.70203|-121.56871||0|0||05|Incomplete
205403|NPS|PWRO|CABNP|CRAIG|9003||1|6|07/20/1979 19:30|07/20/1979 19:35|07/20/1979|0.1|1|NAD83|41.75298|-121.42150||0|0||05|Incomplete
